#=====================================================
# File created:        Mon-03-Nov-2025-at-03-11-59AM
# Size of lattice:     100x100
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        18.953513
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9973.2941  0.2569 
   00001    0.6807  -14815.1174  0.2588 
   00002    0.6250  -17959.8693  0.2537 
   00003    0.5961  -20227.4009  0.2537 
   00004    0.5663  -21908.6974  0.2576 
   00005    0.5380  -23401.1943  0.2619 
   00006    0.5254  -24526.2974  0.2619 
   00007    0.5162  -25554.3694  0.2608 
   00008    0.4905  -26241.0952  0.2594 
   00009    0.4876  -26923.7032  0.2539 
   00010    0.4743  -27510.7657  0.2558 
   00011    0.4794  -27963.7233  0.2591 
   00012    0.4683  -28466.3976  0.2582 
   00013    0.4735  -28767.0395  0.2591 
   00014    0.4634  -29091.7847  0.2596 
   00015    0.4595  -29353.9859  0.2619 
   00016    0.4512  -29579.6656  0.2657 
   00017    0.4506  -29888.0828  0.2659 
   00018    0.4504  -30076.5027  0.2621 
   00019    0.4495  -30281.7315  0.2647 
   00020    0.4363  -30414.8622  0.2661 
   00021    0.4393  -30511.5216  0.2681 
   00022    0.4446  -30622.9073  0.2718 
   00023    0.4517  -30737.7485  0.2724 
   00024    0.4509  -30838.7094  0.2713 
   00025    0.4444  -30879.0087  0.2690 
   00026    0.4430  -31005.2285  0.2684 
   00027    0.4445  -31164.6015  0.2670 
   00028    0.4342  -31274.9554  0.2669 
   00029    0.4454  -31323.4604  0.2716 
   00030    0.4365  -31412.9082  0.2738 
   00031    0.4331  -31437.0745  0.2757 
   00032    0.4392  -31519.4817  0.2763 
   00033    0.4384  -31537.5883  0.2782 
   00034    0.4337  -31705.8231  0.2787 
   00035    0.4249  -31697.6307  0.2813 
   00036    0.4278  -31748.5713  0.2826 
   00037    0.4274  -31888.4500  0.2864 
   00038    0.4239  -31869.5805  0.2818 
   00039    0.4295  -31897.9521  0.2805 
   00040    0.4289  -31977.4387  0.2758 
   00041    0.4375  -32069.1676  0.2755 
   00042    0.4305  -32100.6388  0.2764 
   00043    0.4274  -32220.1936  0.2785 
   00044    0.4246  -32204.6769  0.2786 
   00045    0.4343  -32325.4346  0.2772 
   00046    0.4321  -32328.2339  0.2791 
   00047    0.4361  -32338.9648  0.2779 
   00048    0.4219  -32289.5611  0.2757 
   00049    0.4334  -32308.3556  0.2790 
   00050    0.4247  -32502.4786  0.2768 
   00051    0.4304  -32483.0126  0.2745 
   00052    0.4223  -32481.6179  0.2740 
   00053    0.4263  -32539.7937  0.2707 
   00054    0.4193  -32539.0121  0.2678 
   00055    0.4244  -32539.5169  0.2681 
   00056    0.4235  -32585.3533  0.2715 
   00057    0.4282  -32557.3652  0.2712 
   00058    0.4297  -32660.1025  0.2711 
   00059    0.4327  -32616.4245  0.2706 
   00060    0.4256  -32668.6772  0.2711 
   00061    0.4235  -32708.5316  0.2693 
   00062    0.4232  -32851.6464  0.2666 
   00063    0.4235  -32758.6190  0.2687 
   00064    0.4167  -32736.3433  0.2682 
   00065    0.4293  -32773.9643  0.2634 
   00066    0.4251  -32838.0713  0.2683 
   00067    0.4172  -32798.6103  0.2652 
   00068    0.4273  -32800.7646  0.2627 
   00069    0.4231  -32730.4105  0.2597 
   00070    0.4266  -32791.7468  0.2550 
   00071    0.4318  -32806.2628  0.2564 
   00072    0.4208  -32870.2950  0.2593 
   00073    0.4187  -32968.9174  0.2595 
   00074    0.4158  -32970.2429  0.2599 
   00075    0.4205  -32954.7544  0.2628 
   00076    0.4190  -32868.2574  0.2667 
   00077    0.4172  -32901.3617  0.2624 
   00078    0.4088  -32853.4646  0.2653 
   00079    0.4173  -32847.6204  0.2676 
   00080    0.4234  -32907.7409  0.2662 
   00081    0.4187  -32942.8922  0.2663 
   00082    0.4160  -32882.2545  0.2656 
   00083    0.4196  -32930.9534  0.2648 
   00084    0.4162  -32902.4239  0.2615 
   00085    0.4206  -32951.4958  0.2617 
   00086    0.4185  -33022.5325  0.2637 
   00087    0.4189  -33012.3695  0.2640 
   00088    0.4092  -32995.6759  0.2673 
   00089    0.4284  -33016.2276  0.2689 
   00090    0.4194  -33041.9775  0.2720 
   00091    0.4220  -33070.8948  0.2752 
   00092    0.4196  -33080.2844  0.2735 
   00093    0.4142  -33067.9260  0.2733 
   00094    0.4227  -32945.0180  0.2718 
   00095    0.4148  -32984.4685  0.2723 
   00096    0.4165  -33147.4072  0.2705 
   00097    0.4169  -33094.6004  0.2714 
   00098    0.4220  -33142.6545  0.2738 
   00099    0.4203  -33116.6116  0.2772 
   00100    0.4252  -33133.4685  0.2751 
