#=====================================================
# File created:        Mon-03-Nov-2025-at-01-42-48AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.950
# Run time (s):        7.503024
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -401.9666  0.2692 
   00001    0.6900    -618.9796  0.2674 
   00002    0.6075    -730.7357  0.2768 
   00003    0.5625    -832.5772  0.2837 
   00004    0.5150    -840.9280  0.2738 
   00005    0.5125    -882.9316  0.2945 
   00006    0.5500    -869.1008  0.2991 
   00007    0.5450    -902.1881  0.3071 
   00008    0.4725    -900.4879  0.3221 
   00009    0.5000    -914.3014  0.3113 
   00010    0.5150    -907.4155  0.2898 
   00011    0.5150    -906.1643  0.2997 
   00012    0.4700    -888.1486  0.2739 
   00013    0.5350    -871.7667  0.2957 
   00014    0.5350    -846.6063  0.3112 
   00015    0.5150    -898.5899  0.2961 
   00016    0.5225    -901.5636  0.3044 
   00017    0.4725    -929.7878  0.2983 
   00018    0.4375    -949.5661  0.2850 
   00019    0.4475    -971.9044  0.3096 
   00020    0.4975    -982.5704  0.3080 
   00021    0.4550    -983.0218  0.3231 
   00022    0.4850    -989.7016  0.3366 
   00023    0.4650    -990.2261  0.3253 
   00024    0.5025    -998.6509  0.3158 
   00025    0.4475    -996.1331  0.3136 
   00026    0.4725    -998.0425  0.3256 
   00027    0.4550    -965.9619  0.2899 
   00028    0.5025    -957.1023  0.3116 
   00029    0.4675    -958.0563  0.3001 
   00030    0.5075   -1006.8670  0.3204 
   00031    0.5075    -978.8955  0.3370 
   00032    0.4625    -986.7521  0.3228 
   00033    0.4200    -977.6839  0.2835 
   00034    0.4700    -975.7735  0.2868 
   00035    0.4900   -1020.5787  0.3110 
   00036    0.4975    -990.4995  0.3190 
   00037    0.4625    -980.3190  0.3321 
   00038    0.4550    -978.5983  0.3487 
   00039    0.4825    -935.2103  0.3294 
   00040    0.5150    -931.7563  0.3391 
   00041    0.5175    -933.0337  0.3486 
   00042    0.5100    -926.3009  0.3761 
   00043    0.4950    -956.2254  0.4018 
   00044    0.5200    -927.8057  0.3519 
   00045    0.4875    -907.3462  0.3449 
   00046    0.5425    -894.4865  0.3230 
   00047    0.5475    -903.7481  0.3287 
   00048    0.5250    -906.7438  0.3344 
   00049    0.5275    -926.5135  0.3194 
   00050    0.4875    -915.9498  0.3178 
   00051    0.4775    -911.1646  0.3292 
   00052    0.4850    -933.7068  0.3357 
   00053    0.5200    -919.2121  0.2916 
   00054    0.4700    -933.3122  0.3097 
   00055    0.5275    -905.7828  0.2859 
   00056    0.5250    -917.3523  0.2910 
   00057    0.5000    -940.0941  0.2943 
   00058    0.5400    -927.5967  0.3123 
   00059    0.4875    -904.8697  0.3311 
   00060    0.5100    -922.9959  0.3034 
   00061    0.4900    -965.8314  0.2946 
   00062    0.4925    -936.1330  0.2926 
   00063    0.5050    -922.5715  0.2831 
   00064    0.4900    -917.4134  0.3077 
   00065    0.5075    -939.9229  0.3146 
   00066    0.4575    -937.3512  0.3083 
   00067    0.5000    -984.2784  0.3223 
   00068    0.4825   -1000.3330  0.3189 
   00069    0.4275   -1008.1236  0.2912 
   00070    0.4725   -1003.6562  0.3089 
   00071    0.4625    -981.6285  0.2897 
   00072    0.4875    -976.9179  0.3111 
   00073    0.4825    -992.7249  0.3242 
   00074    0.4400    -984.9293  0.3008 
   00075    0.4275    -985.0797  0.3045 
   00076    0.4450    -990.4347  0.3108 
   00077    0.5075    -968.5349  0.2700 
   00078    0.4900    -949.2951  0.3070 
   00079    0.5025    -977.9054  0.3423 
   00080    0.4475    -970.3283  0.3470 
   00081    0.4500    -954.6208  0.3347 
   00082    0.5325    -938.2573  0.3547 
   00083    0.4675    -969.2713  0.4031 
   00084    0.4700    -969.9904  0.3787 
   00085    0.4350    -976.9430  0.3519 
   00086    0.5025   -1006.7649  0.3788 
   00087    0.5050    -979.7090  0.3767 
   00088    0.4500    -945.5992  0.3503 
   00089    0.5250    -912.4028  0.3455 
   00090    0.4600    -888.2642  0.3419 
   00091    0.5125    -908.3340  0.3269 
   00092    0.5250    -915.3646  0.3277 
   00093    0.5125    -897.4913  0.2962 
   00094    0.4900    -920.3330  0.3239 
   00095    0.5725    -917.5734  0.3394 
   00096    0.5225    -924.4799  0.3606 
   00097    0.5050    -943.6286  0.3687 
   00098    0.5150    -927.1656  0.3367 
   00099    0.5075    -939.7292  0.3313 
   00100    0.4950    -938.8623  0.3451 
   00101    0.4825    -956.8044  0.3245 
   00102    0.4700    -952.4200  0.3039 
   00103    0.4425    -967.4305  0.3085 
   00104    0.5025    -967.7676  0.3292 
   00105    0.4950    -964.3954  0.3614 
   00106    0.4775    -963.9371  0.3578 
   00107    0.5150    -934.3567  0.3935 
   00108    0.4700    -966.8223  0.3872 
   00109    0.5075    -964.0972  0.3762 
   00110    0.4975    -920.8431  0.3782 
   00111    0.4850    -968.9570  0.3918 
   00112    0.4875    -943.3964  0.3601 
   00113    0.4875    -986.6421  0.3473 
   00114    0.4650    -950.4001  0.3296 
   00115    0.4250    -961.9035  0.3450 
   00116    0.4500    -964.9182  0.3595 
   00117    0.5200    -947.8253  0.3601 
   00118    0.4675   -1000.6612  0.3910 
   00119    0.4700    -990.6384  0.3629 
   00120    0.4700    -974.7500  0.3773 
   00121    0.4725   -1000.8243  0.3768 
   00122    0.5150    -966.5758  0.3967 
   00123    0.4525    -928.5797  0.3637 
   00124    0.5225    -902.5869  0.3962 
   00125    0.5100    -930.3263  0.3870 
   00126    0.5000    -874.9239  0.3529 
   00127    0.5225    -911.8175  0.3826 
   00128    0.5025    -898.8431  0.3769 
   00129    0.5175    -936.8038  0.3809 
   00130    0.4625    -956.2046  0.4088 
   00131    0.4575    -969.2960  0.3873 
   00132    0.4825    -973.4021  0.3551 
   00133    0.5100   -1022.5462  0.3652 
   00134    0.4375    -972.4402  0.3333 
   00135    0.5175    -957.1296  0.3559 
   00136    0.5350    -952.4105  0.3709 
   00137    0.4475    -979.3371  0.3741 
   00138    0.4350    -988.4424  0.3732 
   00139    0.4625    -970.0932  0.3449 
   00140    0.4775    -981.7913  0.3374 
   00141    0.4725    -961.2074  0.3562 
   00142    0.5025    -985.0230  0.3339 
   00143    0.4800    -971.0781  0.3490 
   00144    0.4575    -973.5439  0.3536 
   00145    0.4700    -983.2403  0.3717 
   00146    0.4725    -968.3484  0.3821 
   00147    0.4725    -972.8087  0.3873 
   00148    0.4775    -973.4598  0.3949 
   00149    0.4525    -981.4837  0.3761 
   00150    0.4900   -1006.6627  0.3805 
   00151    0.4925   -1024.0596  0.3918 
   00152    0.3975   -1012.8880  0.3896 
   00153    0.4925    -996.5143  0.3641 
   00154    0.4500   -1023.0740  0.3438 
   00155    0.4875   -1011.9328  0.3663 
   00156    0.4225   -1019.2366  0.3638 
   00157    0.4500   -1061.1451  0.3745 
   00158    0.4550   -1035.8908  0.4065 
   00159    0.4225   -1039.8996  0.3928 
   00160    0.4700   -1034.6422  0.3936 
   00161    0.4450   -1010.8341  0.3676 
   00162    0.4800    -990.9078  0.3935 
   00163    0.5050    -991.7941  0.3963 
   00164    0.4800   -1005.9568  0.3843 
   00165    0.5175    -990.6864  0.3902 
   00166    0.4700    -973.2709  0.3589 
   00167    0.4550    -988.4231  0.3488 
   00168    0.4425   -1007.1819  0.3395 
   00169    0.4625   -1023.5527  0.3591 
   00170    0.4550   -1035.7648  0.3377 
   00171    0.4475   -1017.4909  0.3259 
   00172    0.4400   -1004.2836  0.3313 
   00173    0.4475   -1001.3651  0.3694 
   00174    0.4300    -967.3326  0.4004 
   00175    0.4875   -1002.4271  0.4012 
   00176    0.4775    -994.3782  0.4172 
   00177    0.4325   -1013.8493  0.4346 
   00178    0.5175   -1014.4815  0.4736 
   00179    0.4875   -1025.7799  0.4846 
   00180    0.4250   -1027.4455  0.4881 
   00181    0.4975   -1019.8389  0.4740 
   00182    0.4425   -1012.1906  0.4839 
   00183    0.4875   -1009.8726  0.4791 
   00184    0.4525    -992.2973  0.4716 
   00185    0.4600    -998.1098  0.4557 
   00186    0.4600    -966.8858  0.4466 
   00187    0.4800    -998.7423  0.4280 
   00188    0.4950    -971.4367  0.4054 
   00189    0.4950    -997.1186  0.4012 
   00190    0.4850    -970.0420  0.3824 
   00191    0.4650    -998.0096  0.3668 
   00192    0.4475    -997.0987  0.3749 
   00193    0.4975    -997.5127  0.3932 
   00194    0.4550    -966.5018  0.3731 
   00195    0.4475    -964.3009  0.3480 
   00196    0.4650    -953.5108  0.3373 
   00197    0.4475    -966.6810  0.3540 
   00198    0.5025    -981.9617  0.3619 
   00199    0.4875    -944.5563  0.3576 
   00200    0.4975    -956.6173  0.3899 
   00201    0.5075    -933.0007  0.4146 
   00202    0.5000    -919.8936  0.4190 
   00203    0.5450    -913.3731  0.3909 
   00204    0.5050    -940.2054  0.4160 
   00205    0.4825    -949.9535  0.4012 
   00206    0.4775    -947.6106  0.4026 
   00207    0.4800    -912.5127  0.4025 
   00208    0.5100    -918.1882  0.3953 
   00209    0.4900    -924.8835  0.3869 
   00210    0.4700    -918.2060  0.3932 
   00211    0.4400    -947.1951  0.4002 
   00212    0.4725    -941.8751  0.4022 
   00213    0.4850    -943.2625  0.3904 
   00214    0.5025    -926.7881  0.4088 
   00215    0.4750    -921.7388  0.4334 
   00216    0.4800    -938.7108  0.4416 
   00217    0.5300    -913.6603  0.4248 
   00218    0.4725    -976.9209  0.4488 
   00219    0.5375    -970.5110  0.4552 
   00220    0.4875    -925.9685  0.4395 
   00221    0.4900    -925.9468  0.4340 
   00222    0.4750    -950.7955  0.4756 
   00223    0.5025   -1000.8748  0.4702 
   00224    0.4425    -979.4884  0.4766 
   00225    0.4675    -941.7891  0.4578 
   00226    0.4950    -935.2143  0.4162 
   00227    0.4825    -961.0217  0.4276 
   00228    0.4650    -999.8343  0.4141 
   00229    0.4375    -960.6352  0.4192 
   00230    0.4850    -962.5876  0.4159 
   00231    0.4775    -964.4470  0.4010 
   00232    0.5175    -932.8020  0.4031 
   00233    0.4825    -934.9837  0.4094 
   00234    0.5075    -965.9266  0.4374 
   00235    0.5175   -1004.1095  0.4728 
   00236    0.4900    -969.5431  0.4524 
   00237    0.4900    -971.8366  0.4507 
   00238    0.5150    -976.8684  0.4735 
   00239    0.5025    -959.8330  0.4747 
   00240    0.4525    -962.4869  0.4866 
   00241    0.4725    -944.3546  0.4778 
   00242    0.4700   -1001.6242  0.4757 
   00243    0.4625    -989.7783  0.5010 
   00244    0.5100    -960.5524  0.4670 
   00245    0.5250    -959.6801  0.4326 
   00246    0.4950    -984.0262  0.4524 
   00247    0.5275    -968.6585  0.4608 
   00248    0.5075    -943.5347  0.4079 
   00249    0.4625    -966.8396  0.4154 
   00250    0.5150    -942.4800  0.4186 
   00251    0.4875    -984.3062  0.3987 
   00252    0.5025    -950.2192  0.4006 
   00253    0.4625    -979.7078  0.4134 
   00254    0.4950    -942.6233  0.4231 
   00255    0.5075    -968.3809  0.4156 
   00256    0.4700    -941.8119  0.4022 
   00257    0.5475    -919.5791  0.4000 
   00258    0.4600    -924.5333  0.3935 
   00259    0.5250    -910.5663  0.3889 
   00260    0.5300    -905.9214  0.3697 
   00261    0.5000    -907.2692  0.3541 
   00262    0.5000    -915.2183  0.3472 
   00263    0.4875    -945.8077  0.3601 
   00264    0.4325   -1015.6327  0.3938 
   00265    0.4350    -997.4519  0.4009 
   00266    0.4625   -1007.6100  0.4179 
   00267    0.5000    -975.1558  0.4045 
   00268    0.4975    -944.3820  0.3804 
   00269    0.4900    -906.0360  0.3858 
   00270    0.4700    -956.5819  0.3924 
   00271    0.5425    -975.4034  0.4454 
   00272    0.4975    -997.8479  0.4434 
   00273    0.4900   -1004.6337  0.4590 
   00274    0.4275    -967.8235  0.4441 
   00275    0.4400    -958.9902  0.4270 
   00276    0.4800    -967.8967  0.4265 
   00277    0.4650    -951.9774  0.4231 
   00278    0.4725    -957.6228  0.3987 
   00279    0.4725    -959.1358  0.3991 
   00280    0.4600    -977.2732  0.4067 
   00281    0.4925    -952.5265  0.4358 
   00282    0.4500    -970.7647  0.4370 
   00283    0.4925    -994.4328  0.4687 
   00284    0.5075    -990.6328  0.4677 
   00285    0.5000    -995.4299  0.4555 
   00286    0.4850    -931.9004  0.4134 
   00287    0.4925    -946.9615  0.4156 
   00288    0.4800    -973.3084  0.4188 
   00289    0.4725    -980.8208  0.4395 
   00290    0.4525    -982.0424  0.4342 
   00291    0.5050    -968.1232  0.4439 
   00292    0.4825    -953.0624  0.4233 
   00293    0.5425    -940.0192  0.4432 
   00294    0.4575    -960.6734  0.4364 
   00295    0.4675    -957.4908  0.4377 
   00296    0.4900    -983.5467  0.4340 
   00297    0.4225    -970.6494  0.4063 
   00298    0.4275    -970.7663  0.4059 
   00299    0.4800    -960.7143  0.4008 
   00300    0.5100    -945.3150  0.3764 
   00301    0.5050    -954.5097  0.3762 
   00302    0.4750    -964.0653  0.3800 
   00303    0.5150    -962.7565  0.3862 
   00304    0.4425    -944.3148  0.3974 
