#=====================================================
# File created:        Wed-05-Nov-2025-at-03-30-02AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.300
# Run time (s):        2.203594
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -412.4175  0.2784 
   00001    0.4225    -428.2226  0.3675 
   00002    0.4150    -439.6939  0.3799 
   00003    0.4675    -459.5165  0.3828 
   00004    0.3900    -469.2097  0.3860 
   00005    0.4175    -483.7350  0.3910 
   00006    0.4700    -511.2860  0.3940 
   00007    0.4700    -526.5757  0.3956 
   00008    0.4250    -543.2114  0.3965 
   00009    0.4425    -552.6217  0.3919 
   00010    0.4550    -569.2404  0.3935 
   00011    0.4125    -582.6536  0.3937 
   00012    0.5050    -599.2965  0.3941 
   00013    0.4650    -602.0722  0.3904 
   00014    0.4900    -611.0609  0.3895 
   00015    0.4750    -634.8809  0.3880 
   00016    0.4775    -648.8541  0.3883 
   00017    0.4850    -661.3785  0.3899 
   00018    0.4775    -678.0894  0.3947 
   00019    0.5025    -678.7682  0.3924 
   00020    0.5100    -690.9707  0.3958 
   00021    0.4475    -695.2974  0.3921 
   00022    0.4350    -711.5271  0.4011 
   00023    0.4675    -719.4000  0.4059 
   00024    0.4625    -724.5371  0.4026 
   00025    0.4650    -735.2742  0.3977 
   00026    0.4575    -743.8132  0.4003 
   00027    0.4650    -753.3623  0.4022 
   00028    0.4500    -754.1048  0.4007 
   00029    0.4925    -764.9700  0.4045 
   00030    0.4250    -785.2014  0.4074 
   00031    0.4825    -805.7231  0.4061 
   00032    0.4650    -821.6374  0.4078 
   00033    0.4700    -832.0015  0.4054 
   00034    0.4275    -831.4595  0.4074 
   00035    0.4425    -836.2199  0.4057 
   00036    0.4950    -837.2329  0.4002 
   00037    0.4450    -850.4743  0.4034 
   00038    0.4625    -860.8765  0.4016 
   00039    0.4600    -865.9805  0.4073 
   00040    0.4850    -868.4384  0.4125 
   00041    0.4425    -870.9812  0.4122 
   00042    0.4175    -885.1478  0.4162 
   00043    0.4500    -893.2827  0.4171 
   00044    0.4850    -904.3728  0.4232 
   00045    0.4675    -917.2331  0.4240 
   00046    0.4900    -921.5726  0.4237 
   00047    0.4475    -921.0597  0.4261 
   00048    0.4625    -927.4638  0.4274 
   00049    0.4875    -932.4875  0.4346 
   00050    0.4225    -935.2474  0.4379 
   00051    0.4800    -942.0490  0.4370 
   00052    0.4875    -951.7703  0.4428 
   00053    0.4800    -960.8439  0.4404 
   00054    0.4950    -959.6438  0.4409 
   00055    0.4375    -963.0416  0.4382 
   00056    0.4675    -970.2947  0.4434 
   00057    0.4150    -975.5896  0.4469 
   00058    0.4450    -972.3587  0.4450 
   00059    0.4325    -979.1456  0.4483 
   00060    0.4600    -985.3669  0.4521 
   00061    0.5175    -984.7005  0.4512 
   00062    0.4275    -992.5561  0.4508 
   00063    0.4600    -998.4163  0.4451 
   00064    0.4525   -1004.1516  0.4427 
   00065    0.4375   -1008.4917  0.4410 
   00066    0.4775   -1013.8880  0.4417 
   00067    0.4625   -1023.1004  0.4431 
   00068    0.4650   -1023.9552  0.4421 
   00069    0.4600   -1032.7534  0.4467 
   00070    0.4525   -1037.9880  0.4494 
   00071    0.4875   -1047.8802  0.4558 
   00072    0.4575   -1048.3434  0.4543 
   00073    0.4350   -1045.7736  0.4545 
   00074    0.4350   -1046.1350  0.4477 
   00075    0.4700   -1048.8768  0.4495 
   00076    0.4550   -1049.0343  0.4549 
   00077    0.4725   -1049.7096  0.4551 
   00078    0.4875   -1053.8528  0.4555 
   00079    0.4625   -1062.1137  0.4526 
   00080    0.4600   -1062.1846  0.4532 
   00081    0.4850   -1065.4878  0.4496 
   00082    0.4950   -1078.6154  0.4488 
   00083    0.4750   -1081.6148  0.4513 
   00084    0.4625   -1083.0925  0.4516 
   00085    0.4450   -1087.1804  0.4582 
   00086    0.4675   -1082.2180  0.4587 
   00087    0.4550   -1090.1817  0.4608 
   00088    0.4675   -1092.5530  0.4606 
   00089    0.4575   -1094.0080  0.4618 
   00090    0.4300   -1102.9279  0.4610 
   00091    0.4650   -1097.9349  0.4607 
   00092    0.4275   -1112.8357  0.4617 
   00093    0.4525   -1119.2545  0.4621 
   00094    0.4625   -1121.1162  0.4557 
   00095    0.4700   -1127.2572  0.4526 
   00096    0.4550   -1125.5983  0.4555 
   00097    0.4700   -1128.4716  0.4593 
   00098    0.4475   -1128.6470  0.4580 
   00099    0.4800   -1131.5163  0.4629 
   00100    0.4550   -1133.8837  0.4677 
   00101    0.4700   -1138.2029  0.4672 
