#=====================================================
# File created:        Wed-05-Nov-2025-at-03-29-51AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.050
# Run time (s):        1.852153
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -401.3103  0.2896 
   00001    0.4825    -404.5942  0.3638 
   00002    0.4825    -412.0144  0.3628 
   00003    0.4525    -422.7430  0.3657 
   00004    0.4550    -433.4157  0.3681 
   00005    0.4500    -441.5615  0.3669 
   00006    0.4600    -454.5302  0.3697 
   00007    0.4975    -468.2446  0.3725 
   00008    0.4675    -473.8160  0.3749 
   00009    0.4600    -489.2950  0.3764 
   00010    0.4400    -503.5291  0.3808 
   00011    0.4475    -514.6179  0.3805 
   00012    0.5350    -518.8157  0.3806 
   00013    0.4925    -527.5267  0.3821 
   00014    0.4025    -532.6183  0.3837 
   00015    0.5225    -538.6825  0.3844 
   00016    0.5075    -543.8154  0.3900 
   00017    0.4500    -548.5908  0.3907 
   00018    0.4875    -559.4695  0.3921 
   00019    0.4950    -564.0849  0.3945 
   00020    0.4800    -573.9924  0.3945 
   00021    0.4625    -579.4643  0.3947 
   00022    0.5025    -584.4806  0.3958 
   00023    0.4575    -591.5433  0.3974 
   00024    0.4700    -595.4630  0.3976 
   00025    0.5225    -607.6620  0.3952 
   00026    0.4950    -614.8832  0.3949 
   00027    0.4225    -621.4750  0.3943 
   00028    0.5000    -633.7465  0.3923 
   00029    0.4900    -647.7546  0.3961 
   00030    0.5075    -655.5671  0.3968 
   00031    0.5200    -663.8858  0.3973 
   00032    0.5375    -674.7336  0.3972 
   00033    0.4725    -682.6720  0.3991 
   00034    0.5025    -690.4182  0.4037 
   00035    0.5150    -701.7847  0.4076 
   00036    0.5425    -705.8498  0.4079 
   00037    0.4600    -707.9081  0.4096 
   00038    0.5150    -716.6451  0.4134 
   00039    0.5200    -727.2728  0.4204 
   00040    0.4875    -733.4530  0.4234 
   00041    0.5400    -740.5604  0.4267 
   00042    0.4725    -747.0057  0.4271 
   00043    0.4700    -751.7977  0.4300 
   00044    0.4775    -756.1105  0.4314 
   00045    0.5075    -762.4752  0.4308 
   00046    0.5175    -768.8673  0.4326 
   00047    0.4500    -772.0734  0.4335 
   00048    0.4875    -778.2750  0.4368 
   00049    0.4450    -782.8341  0.4373 
   00050    0.4975    -789.5511  0.4380 
   00051    0.4775    -797.3970  0.4397 
   00052    0.4750    -802.7126  0.4401 
   00053    0.5000    -814.2504  0.4436 
   00054    0.4475    -820.6856  0.4470 
   00055    0.4800    -824.6062  0.4517 
   00056    0.4700    -831.5501  0.4543 
   00057    0.5075    -838.2470  0.4572 
   00058    0.4450    -839.9690  0.4588 
   00059    0.4725    -843.5661  0.4604 
   00060    0.4650    -848.5677  0.4624 
   00061    0.4825    -855.1265  0.4621 
   00062    0.4700    -860.3903  0.4606 
   00063    0.4625    -869.3637  0.4620 
   00064    0.4750    -877.7251  0.4640 
   00065    0.5075    -886.5290  0.4630 
   00066    0.4825    -890.5848  0.4660 
   00067    0.4750    -897.4972  0.4629 
   00068    0.4950    -903.3857  0.4634 
   00069    0.4825    -910.5357  0.4644 
   00070    0.5000    -918.4878  0.4677 
   00071    0.4825    -922.3683  0.4663 
   00072    0.5100    -926.3213  0.4660 
   00073    0.4925    -933.3071  0.4679 
   00074    0.4900    -938.1985  0.4720 
   00075    0.4650    -943.7683  0.4722 
   00076    0.4975    -947.8386  0.4736 
   00077    0.4675    -954.9162  0.4773 
   00078    0.4475    -957.6326  0.4800 
   00079    0.4575    -962.3979  0.4802 
   00080    0.5025    -970.7222  0.4843 
   00081    0.4675    -974.9929  0.4857 
   00082    0.4700    -980.3994  0.4875 
   00083    0.4625    -985.6160  0.4875 
   00084    0.5000    -990.6695  0.4856 
   00085    0.4900    -997.6976  0.4911 
   00086    0.4925   -1000.6304  0.4917 
   00087    0.4650   -1005.1732  0.4912 
   00088    0.4875   -1010.9438  0.4928 
   00089    0.4500   -1016.3273  0.4937 
   00090    0.4925   -1021.7022  0.4946 
   00091    0.5025   -1024.1764  0.4949 
   00092    0.5025   -1029.4360  0.4967 
   00093    0.5100   -1034.9950  0.4974 
   00094    0.4450   -1034.5092  0.4974 
   00095    0.4650   -1040.2196  0.5001 
   00096    0.4525   -1044.6671  0.5031 
   00097    0.4550   -1047.6880  0.5029 
   00098    0.4900   -1048.7436  0.5039 
   00099    0.4925   -1055.0410  0.5028 
   00100    0.4850   -1059.1616  0.5063 
   00101    0.4850   -1060.8617  0.5072 
   00102    0.4900   -1063.6403  0.5089 
   00103    0.4650   -1066.7532  0.5087 
   00104    0.4425   -1069.6751  0.5104 
   00105    0.5100   -1074.5292  0.5066 
   00106    0.5100   -1078.2991  0.5071 
   00107    0.4825   -1080.3399  0.5076 
   00108    0.4725   -1082.0443  0.5091 
   00109    0.5125   -1083.8597  0.5099 
   00110    0.4775   -1087.8595  0.5084 
   00111    0.4650   -1095.2594  0.5096 
   00112    0.4750   -1096.1896  0.5130 
   00113    0.5025   -1098.0021  0.5138 
   00114    0.4825   -1099.8379  0.5150 
   00115    0.5100   -1102.2198  0.5161 
   00116    0.4975   -1108.8087  0.5164 
   00117    0.4625   -1112.5295  0.5161 
   00118    0.4975   -1120.1289  0.5172 
   00119    0.5000   -1123.3904  0.5189 
   00120    0.5225   -1131.3995  0.5217 
   00121    0.4700   -1136.5739  0.5224 
   00122    0.4800   -1141.1666  0.5241 
   00123    0.4725   -1144.9095  0.5241 
   00124    0.4450   -1149.2136  0.5263 
   00125    0.5225   -1151.6101  0.5281 
   00126    0.4925   -1154.3111  0.5279 
   00127    0.4925   -1158.0780  0.5290 
   00128    0.5325   -1159.1458  0.5295 
   00129    0.4975   -1165.7151  0.5311 
   00130    0.5025   -1170.1903  0.5299 
   00131    0.5000   -1173.6964  0.5303 
   00132    0.4950   -1176.7149  0.5294 
   00133    0.4975   -1182.8799  0.5312 
   00134    0.4375   -1183.1847  0.5330 
   00135    0.4475   -1186.4383  0.5317 
   00136    0.5000   -1190.1675  0.5350 
   00137    0.4925   -1192.0617  0.5354 
   00138    0.4600   -1194.0296  0.5343 
   00139    0.5325   -1198.7356  0.5374 
   00140    0.4225   -1200.2178  0.5388 
   00141    0.4725   -1201.9438  0.5387 
   00142    0.4925   -1205.4121  0.5412 
   00143    0.4900   -1208.0078  0.5416 
   00144    0.5100   -1211.6315  0.5404 
   00145    0.4500   -1214.0306  0.5411 
   00146    0.5200   -1216.8368  0.5393 
   00147    0.4975   -1219.8146  0.5395 
   00148    0.4725   -1221.2768  0.5398 
   00149    0.4850   -1221.1776  0.5402 
   00150    0.4775   -1224.0639  0.5393 
   00151    0.4775   -1227.0803  0.5415 
   00152    0.4800   -1231.8565  0.5442 
   00153    0.4650   -1231.3774  0.5451 
   00154    0.5200   -1233.3086  0.5456 
   00155    0.4950   -1239.8048  0.5520 
   00156    0.4550   -1241.8124  0.5533 
   00157    0.4650   -1243.1368  0.5514 
   00158    0.5175   -1244.2893  0.5522 
   00159    0.4450   -1250.8617  0.5559 
   00160    0.5325   -1255.6859  0.5576 
   00161    0.4925   -1257.9674  0.5584 
   00162    0.4975   -1261.9905  0.5590 
   00163    0.4850   -1264.4973  0.5577 
   00164    0.4650   -1264.9605  0.5564 
   00165    0.4900   -1267.0463  0.5564 
   00166    0.4475   -1269.0432  0.5574 
   00167    0.4500   -1270.5691  0.5571 
   00168    0.4650   -1272.8312  0.5573 
   00169    0.5025   -1274.1422  0.5579 
   00170    0.4825   -1274.9694  0.5576 
   00171    0.5125   -1277.6035  0.5580 
   00172    0.5350   -1279.2356  0.5581 
   00173    0.4525   -1280.2413  0.5590 
   00174    0.5125   -1285.3799  0.5598 
   00175    0.4600   -1290.1376  0.5640 
   00176    0.5150   -1293.4543  0.5671 
   00177    0.4525   -1295.1982  0.5677 
   00178    0.5100   -1299.0869  0.5693 
   00179    0.4750   -1300.0179  0.5692 
   00180    0.5075   -1302.4752  0.5669 
   00181    0.4625   -1302.5872  0.5664 
   00182    0.4825   -1305.5375  0.5692 
   00183    0.4675   -1308.2907  0.5699 
   00184    0.4350   -1309.5251  0.5739 
   00185    0.4425   -1310.6598  0.5727 
   00186    0.4700   -1310.7336  0.5738 
   00187    0.4375   -1311.4008  0.5734 
   00188    0.4525   -1313.7613  0.5738 
   00189    0.4725   -1314.7400  0.5720 
   00190    0.4950   -1316.1843  0.5753 
   00191    0.4625   -1315.0912  0.5762 
   00192    0.4800   -1316.5911  0.5767 
   00193    0.5050   -1316.6988  0.5772 
   00194    0.4325   -1318.9428  0.5764 
   00195    0.5050   -1319.8039  0.5788 
   00196    0.4825   -1320.3380  0.5786 
   00197    0.5250   -1324.4749  0.5785 
   00198    0.4525   -1324.6028  0.5786 
   00199    0.4825   -1323.6349  0.5769 
   00200    0.5350   -1327.0502  0.5780 
   00201    0.4900   -1327.8191  0.5779 
   00202    0.4800   -1330.7063  0.5789 
   00203    0.4325   -1334.0295  0.5800 
   00204    0.4475   -1337.1293  0.5819 
   00205    0.4750   -1338.9095  0.5819 
   00206    0.5175   -1338.8463  0.5831 
   00207    0.4550   -1339.2288  0.5836 
   00208    0.4525   -1340.9827  0.5843 
   00209    0.5000   -1341.1555  0.5830 
   00210    0.4825   -1341.6875  0.5831 
   00211    0.4325   -1344.0956  0.5850 
   00212    0.4400   -1344.4414  0.5843 
   00213    0.4550   -1344.4869  0.5846 
   00214    0.4600   -1346.0624  0.5856 
   00215    0.4725   -1346.2144  0.5877 
   00216    0.4400   -1346.0341  0.5879 
   00217    0.4450   -1347.4342  0.5885 
   00218    0.5025   -1351.6519  0.5914 
   00219    0.4925   -1354.6999  0.5916 
   00220    0.4775   -1354.9104  0.5920 
   00221    0.4625   -1356.6972  0.5920 
   00222    0.4900   -1356.1466  0.5917 
   00223    0.4725   -1358.3983  0.5921 
   00224    0.4950   -1360.6561  0.5923 
   00225    0.4475   -1360.4793  0.5930 
   00226    0.4550   -1361.1912  0.5946 
   00227    0.4700   -1362.1602  0.5934 
   00228    0.4325   -1362.9892  0.5946 
   00229    0.4700   -1365.8031  0.5965 
   00230    0.4100   -1365.8380  0.5957 
   00231    0.4700   -1368.1716  0.5964 
   00232    0.4475   -1368.6451  0.5983 
   00233    0.4550   -1369.6287  0.5984 
   00234    0.4775   -1369.8049  0.6004 
   00235    0.4625   -1371.4431  0.6021 
   00236    0.4625   -1372.8593  0.6021 
   00237    0.4725   -1371.6552  0.6023 
   00238    0.4850   -1373.2119  0.6018 
   00239    0.4925   -1373.1385  0.6020 
   00240    0.4600   -1374.3339  0.6012 
   00241    0.4600   -1374.3905  0.6014 
   00242    0.5000   -1377.2308  0.6024 
   00243    0.5000   -1377.0592  0.6033 
   00244    0.4775   -1378.0186  0.6041 
   00245    0.4650   -1378.1570  0.6047 
   00246    0.4400   -1378.7172  0.6043 
   00247    0.4525   -1379.7714  0.6044 
   00248    0.5200   -1379.2343  0.6047 
   00249    0.4875   -1379.0332  0.6028 
   00250    0.4600   -1379.5036  0.6043 
   00251    0.4300   -1379.3673  0.6033 
   00252    0.4675   -1379.9714  0.6043 
   00253    0.4500   -1381.4808  0.6049 
   00254    0.4800   -1381.3384  0.6055 
   00255    0.4875   -1381.3047  0.6056 
   00256    0.4825   -1381.6514  0.6069 
   00257    0.5250   -1382.0430  0.6059 
   00258    0.4275   -1383.9588  0.6083 
   00259    0.4575   -1384.7661  0.6100 
   00260    0.4800   -1384.5242  0.6097 
   00261    0.4675   -1384.6546  0.6097 
   00262    0.4900   -1386.9656  0.6105 
   00263    0.4975   -1388.8329  0.6106 
   00264    0.4475   -1388.9328  0.6122 
   00265    0.4650   -1392.1475  0.6141 
   00266    0.4725   -1392.8212  0.6141 
   00267    0.4900   -1394.3173  0.6177 
   00268    0.4575   -1395.6559  0.6183 
   00269    0.4525   -1397.5233  0.6200 
   00270    0.4925   -1398.8883  0.6198 
   00271    0.5050   -1398.9110  0.6192 
   00272    0.4175   -1400.6760  0.6207 
   00273    0.4900   -1401.8165  0.6220 
