#=====================================================
# File created:        Wed-05-Nov-2025-at-03-20-47AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.300
# Run time (s):        2.947944
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -380.1000  0.2732 
   00001    0.5625    -449.6284  0.2971 
   00002    0.5325    -501.9106  0.3026 
   00003    0.5100    -561.8955  0.3072 
   00004    0.5150    -605.7980  0.3180 
   00005    0.5150    -665.7604  0.3224 
   00006    0.4575    -696.5994  0.3315 
   00007    0.4650    -738.6416  0.3303 
   00008    0.4425    -761.5728  0.3223 
   00009    0.5025    -788.6651  0.3234 
   00010    0.4750    -810.4849  0.3261 
   00011    0.5000    -854.3578  0.3349 
   00012    0.5175    -891.4404  0.3547 
   00013    0.5350    -907.9900  0.3707 
   00014    0.4925    -927.3936  0.3861 
   00015    0.4650    -943.0414  0.3896 
   00016    0.4375    -962.0341  0.3942 
   00017    0.4525    -978.6217  0.4059 
   00018    0.4900    -993.9217  0.4055 
   00019    0.4525   -1018.3961  0.4042 
   00020    0.4825   -1030.1421  0.3980 
   00021    0.4375   -1043.9532  0.4027 
   00022    0.5050   -1051.8851  0.4116 
   00023    0.5100   -1067.2848  0.4082 
   00024    0.4875   -1078.0367  0.4224 
   00025    0.4925   -1092.1655  0.4156 
   00026    0.4425   -1097.6713  0.4258 
   00027    0.4925   -1112.1440  0.4317 
   00028    0.5100   -1115.9375  0.4372 
   00029    0.4600   -1122.4531  0.4434 
   00030    0.4175   -1138.5665  0.4460 
   00031    0.5000   -1151.1518  0.4492 
   00032    0.4950   -1164.9547  0.4462 
   00033    0.4750   -1162.8665  0.4413 
   00034    0.4975   -1168.9505  0.4448 
   00035    0.4700   -1174.8377  0.4502 
   00036    0.4400   -1182.4307  0.4534 
   00037    0.4200   -1186.8500  0.4650 
   00038    0.4500   -1197.8587  0.4614 
   00039    0.4625   -1208.6331  0.4715 
   00040    0.4575   -1219.6615  0.4773 
   00041    0.4850   -1233.3343  0.4780 
   00042    0.4675   -1241.6315  0.4811 
   00043    0.4725   -1244.8879  0.4840 
   00044    0.4800   -1249.7249  0.4847 
   00045    0.4525   -1258.8805  0.4833 
   00046    0.4550   -1257.6910  0.4795 
   00047    0.4300   -1268.6028  0.4738 
   00048    0.4525   -1274.0952  0.4783 
   00049    0.4575   -1282.4021  0.4899 
   00050    0.4725   -1277.2870  0.4944 
   00051    0.4175   -1284.8888  0.4900 
   00052    0.4550   -1286.9234  0.4821 
   00053    0.5050   -1284.3410  0.4749 
   00054    0.4550   -1283.4248  0.4667 
   00055    0.4700   -1289.8255  0.4668 
   00056    0.4700   -1297.6981  0.4686 
   00057    0.4900   -1297.4571  0.4658 
   00058    0.4650   -1302.3654  0.4711 
   00059    0.4000   -1308.2168  0.4768 
   00060    0.4175   -1311.2967  0.4788 
   00061    0.4475   -1312.6357  0.4842 
   00062    0.5150   -1317.0712  0.4846 
   00063    0.4500   -1326.0000  0.4799 
   00064    0.4525   -1316.8750  0.4774 
   00065    0.5025   -1312.5851  0.4805 
   00066    0.4525   -1313.4874  0.4856 
   00067    0.4500   -1316.9859  0.4846 
   00068    0.4225   -1315.9892  0.4834 
   00069    0.5250   -1312.5835  0.4925 
   00070    0.4600   -1318.7135  0.4962 
   00071    0.4650   -1318.0405  0.4983 
   00072    0.4725   -1321.7687  0.5059 
   00073    0.4650   -1315.8068  0.5086 
   00074    0.4775   -1320.1166  0.5086 
   00075    0.4275   -1317.8868  0.5087 
   00076    0.4525   -1331.2959  0.5163 
   00077    0.4900   -1329.9164  0.5131 
   00078    0.4575   -1330.9583  0.5161 
   00079    0.4000   -1335.5767  0.5211 
   00080    0.4175   -1351.0585  0.5210 
   00081    0.4125   -1352.1143  0.5234 
   00082    0.4300   -1348.8226  0.5218 
   00083    0.4300   -1353.0692  0.5249 
   00084    0.4825   -1357.9019  0.5291 
   00085    0.4925   -1361.3753  0.5307 
   00086    0.4475   -1361.7733  0.5349 
   00087    0.4350   -1361.2165  0.5300 
   00088    0.4575   -1365.5919  0.5369 
   00089    0.4225   -1361.0695  0.5407 
   00090    0.4200   -1361.3375  0.5350 
   00091    0.4075   -1361.8997  0.5327 
   00092    0.4475   -1363.1166  0.5393 
   00093    0.4550   -1362.3587  0.5428 
   00094    0.4600   -1364.4861  0.5403 
   00095    0.4425   -1364.2769  0.5413 
   00096    0.4950   -1360.7945  0.5404 
   00097    0.4300   -1364.2293  0.5382 
   00098    0.4950   -1359.6530  0.5327 
   00099    0.4525   -1360.8066  0.5388 
   00100    0.4400   -1364.0192  0.5455 
   00101    0.4450   -1365.8926  0.5517 
   00102    0.5050   -1369.8957  0.5551 
   00103    0.4725   -1366.7531  0.5566 
   00104    0.4525   -1357.5939  0.5490 
   00105    0.4550   -1364.4249  0.5482 
   00106    0.4725   -1369.6087  0.5587 
   00107    0.4300   -1375.4107  0.5606 
   00108    0.4200   -1380.8978  0.5622 
   00109    0.4475   -1378.3191  0.5639 
   00110    0.5050   -1370.1518  0.5557 
   00111    0.4475   -1374.5894  0.5592 
   00112    0.4300   -1372.5067  0.5551 
   00113    0.4400   -1375.7338  0.5686 
   00114    0.4425   -1380.0701  0.5738 
   00115    0.4375   -1385.2769  0.5815 
   00116    0.5075   -1386.8731  0.5743 
   00117    0.4650   -1389.7957  0.5788 
   00118    0.4725   -1383.8900  0.5800 
   00119    0.4100   -1382.6320  0.5815 
   00120    0.4750   -1379.8103  0.5826 
   00121    0.4600   -1374.4739  0.5891 
   00122    0.4725   -1378.7064  0.5950 
   00123    0.3925   -1380.3907  0.5957 
   00124    0.4975   -1378.1757  0.6013 
   00125    0.4875   -1374.5020  0.6029 
   00126    0.4550   -1376.7638  0.6043 
   00127    0.3975   -1376.8155  0.6037 
   00128    0.4575   -1370.9800  0.6060 
   00129    0.4475   -1371.3415  0.5983 
   00130    0.4825   -1372.3656  0.5953 
   00131    0.4500   -1364.1147  0.5956 
   00132    0.4650   -1367.2271  0.5951 
   00133    0.4425   -1370.7181  0.5963 
   00134    0.4450   -1371.5252  0.6017 
   00135    0.4550   -1367.6944  0.6176 
   00136    0.4450   -1369.4985  0.6223 
   00137    0.4425   -1376.3345  0.6249 
   00138    0.4350   -1381.2110  0.6302 
   00139    0.4625   -1388.9524  0.6357 
   00140    0.4550   -1391.9134  0.6412 
   00141    0.4000   -1390.1696  0.6350 
   00142    0.4325   -1391.4997  0.6409 
   00143    0.4600   -1391.3691  0.6479 
   00144    0.5100   -1391.5712  0.6435 
   00145    0.4500   -1389.3753  0.6457 
   00146    0.4475   -1387.5438  0.6496 
   00147    0.4575   -1387.9341  0.6520 
   00148    0.4400   -1387.2049  0.6529 
   00149    0.4650   -1384.2114  0.6583 
   00150    0.4600   -1387.6451  0.6543 
   00151    0.4450   -1391.7793  0.6575 
   00152    0.4225   -1388.9830  0.6531 
   00153    0.4550   -1394.5518  0.6549 
   00154    0.4600   -1400.6067  0.6630 
   00155    0.4550   -1403.3922  0.6658 
   00156    0.4425   -1401.3581  0.6712 
   00157    0.4650   -1399.0700  0.6830 
   00158    0.4525   -1398.8292  0.6891 
   00159    0.4150   -1395.8735  0.6904 
   00160    0.4375   -1398.9055  0.6946 
   00161    0.4425   -1404.7102  0.7045 
   00162    0.4575   -1401.6111  0.7027 
   00163    0.4425   -1397.5237  0.7007 
   00164    0.4275   -1401.3798  0.7093 
   00165    0.4400   -1406.8981  0.7083 
   00166    0.4925   -1405.3255  0.7026 
   00167    0.4550   -1406.9961  0.7115 
   00168    0.4175   -1412.3069  0.7106 
   00169    0.4325   -1406.7414  0.7148 
   00170    0.4600   -1405.8141  0.7170 
   00171    0.4350   -1408.4556  0.7189 
   00172    0.4000   -1408.6643  0.7167 
   00173    0.4075   -1416.5498  0.7172 
   00174    0.5150   -1419.5824  0.7197 
   00175    0.4975   -1423.0186  0.7323 
   00176    0.4375   -1416.7628  0.7316 
   00177    0.4475   -1418.1060  0.7380 
   00178    0.4225   -1419.6750  0.7430 
   00179    0.4450   -1418.0662  0.7491 
   00180    0.4775   -1417.3084  0.7533 
   00181    0.4425   -1413.8598  0.7590 
   00182    0.4625   -1407.0728  0.7584 
   00183    0.4500   -1415.7040  0.7548 
   00184    0.4725   -1415.0376  0.7479 
   00185    0.4900   -1410.7338  0.7529 
   00186    0.4100   -1410.8190  0.7515 
   00187    0.4525   -1419.8124  0.7552 
   00188    0.4825   -1416.0216  0.7578 
   00189    0.4125   -1415.7781  0.7578 
   00190    0.4550   -1416.6427  0.7626 
   00191    0.4575   -1412.0529  0.7641 
   00192    0.4800   -1411.8548  0.7613 
   00193    0.4525   -1410.5181  0.7634 
   00194    0.4650   -1408.3328  0.7609 
   00195    0.4425   -1400.7876  0.7568 
   00196    0.4650   -1407.7406  0.7556 
   00197    0.4850   -1405.6682  0.7455 
   00198    0.4625   -1413.9866  0.7465 
   00199    0.4175   -1414.0669  0.7471 
   00200    0.4350   -1409.4080  0.7497 
   00201    0.4950   -1411.7311  0.7542 
   00202    0.4550   -1418.5566  0.7588 
   00203    0.4550   -1421.1224  0.7613 
   00204    0.4175   -1419.9273  0.7634 
   00205    0.4600   -1417.0956  0.7576 
   00206    0.4525   -1418.3260  0.7561 
   00207    0.4075   -1415.3615  0.7622 
   00208    0.4625   -1404.3728  0.7620 
   00209    0.5150   -1411.1427  0.7620 
   00210    0.4875   -1408.6746  0.7629 
   00211    0.4625   -1410.3068  0.7610 
   00212    0.4275   -1413.1291  0.7633 
   00213    0.4325   -1419.6472  0.7643 
   00214    0.4250   -1414.5653  0.7628 
   00215    0.4350   -1417.9002  0.7612 
   00216    0.4675   -1423.4465  0.7610 
   00217    0.4425   -1420.7515  0.7647 
   00218    0.4125   -1421.7107  0.7676 
   00219    0.4450   -1416.2245  0.7640 
   00220    0.4450   -1413.5753  0.7616 
   00221    0.4375   -1415.4968  0.7626 
   00222    0.4125   -1412.2969  0.7616 
   00223    0.4875   -1420.8246  0.7626 
   00224    0.4575   -1420.6718  0.7625 
   00225    0.4675   -1416.9914  0.7621 
   00226    0.4525   -1412.6433  0.7603 
   00227    0.4775   -1414.1673  0.7628 
   00228    0.4375   -1414.3574  0.7610 
   00229    0.4725   -1409.0885  0.7574 
   00230    0.4750   -1409.1646  0.7595 
   00231    0.4900   -1413.1570  0.7659 
   00232    0.5150   -1415.6880  0.7715 
   00233    0.4725   -1412.5382  0.7671 
   00234    0.4475   -1417.9693  0.7711 
   00235    0.3900   -1428.9744  0.7753 
   00236    0.4550   -1429.4696  0.7834 
   00237    0.4500   -1425.5636  0.7794 
   00238    0.3875   -1425.6577  0.7820 
   00239    0.5025   -1422.2559  0.7759 
   00240    0.4425   -1417.8331  0.7723 
   00241    0.4325   -1416.6109  0.7776 
   00242    0.4850   -1419.1234  0.7780 
   00243    0.4525   -1424.0356  0.7749 
   00244    0.4500   -1424.4803  0.7828 
   00245    0.4575   -1422.8126  0.7823 
   00246    0.4425   -1424.1341  0.7805 
   00247    0.4675   -1429.9402  0.7823 
   00248    0.4375   -1434.7440  0.7847 
   00249    0.5000   -1431.1562  0.7851 
   00250    0.4250   -1436.6653  0.7838 
   00251    0.4450   -1435.3368  0.7851 
   00252    0.4850   -1432.5144  0.7842 
   00253    0.4575   -1429.6339  0.7889 
   00254    0.4650   -1427.1729  0.7888 
   00255    0.4575   -1420.7173  0.7824 
   00256    0.4100   -1420.0411  0.7842 
   00257    0.4675   -1418.3913  0.7794 
   00258    0.4525   -1417.6611  0.7791 
   00259    0.4925   -1420.9262  0.7769 
   00260    0.4875   -1420.9234  0.7693 
   00261    0.4875   -1428.0458  0.7769 
   00262    0.4700   -1430.4292  0.7786 
   00263    0.4550   -1427.8396  0.7765 
   00264    0.4425   -1430.5496  0.7696 
   00265    0.4575   -1432.4703  0.7719 
   00266    0.4300   -1430.6129  0.7671 
   00267    0.4350   -1433.4081  0.7700 
   00268    0.4500   -1432.5242  0.7695 
   00269    0.4850   -1428.9801  0.7671 
   00270    0.4150   -1426.9508  0.7667 
   00271    0.4600   -1420.4152  0.7679 
   00272    0.4525   -1423.1867  0.7654 
   00273    0.4525   -1423.1110  0.7679 
   00274    0.4550   -1423.9913  0.7672 
   00275    0.4575   -1429.0834  0.7681 
   00276    0.4200   -1423.5495  0.7619 
   00277    0.4050   -1420.8006  0.7635 
   00278    0.4600   -1423.2422  0.7591 
   00279    0.4400   -1426.1089  0.7626 
   00280    0.4525   -1423.9394  0.7601 
   00281    0.4500   -1421.8226  0.7582 
   00282    0.4375   -1414.9715  0.7584 
   00283    0.4875   -1420.6090  0.7610 
   00284    0.4800   -1421.3003  0.7586 
   00285    0.4625   -1412.7393  0.7537 
   00286    0.4650   -1409.9147  0.7539 
   00287    0.4225   -1408.7268  0.7531 
   00288    0.4750   -1406.5716  0.7516 
   00289    0.4800   -1403.7006  0.7523 
   00290    0.4650   -1404.2373  0.7518 
   00291    0.5025   -1406.5066  0.7484 
   00292    0.4400   -1410.0893  0.7483 
   00293    0.4350   -1411.9123  0.7435 
   00294    0.4350   -1417.3337  0.7437 
   00295    0.4825   -1418.3469  0.7427 
   00296    0.4800   -1414.3779  0.7470 
   00297    0.4750   -1413.4874  0.7408 
   00298    0.4775   -1413.2395  0.7441 
   00299    0.4875   -1409.0221  0.7412 
   00300    0.4275   -1409.9969  0.7405 
   00301    0.4675   -1413.6130  0.7420 
   00302    0.4900   -1414.4831  0.7419 
   00303    0.4100   -1410.3081  0.7439 
   00304    0.4425   -1408.9380  0.7414 
   00305    0.4375   -1411.9041  0.7372 
   00306    0.4750   -1408.5598  0.7367 
   00307    0.4375   -1402.2358  0.7342 
   00308    0.4450   -1410.8381  0.7362 
   00309    0.4600   -1405.0876  0.7334 
   00310    0.4550   -1405.9808  0.7324 
   00311    0.4650   -1406.4829  0.7276 
   00312    0.4500   -1409.4504  0.7312 
   00313    0.5000   -1401.0021  0.7298 
   00314    0.4600   -1412.6827  0.7304 
   00315    0.4825   -1405.1974  0.7312 
   00316    0.3975   -1409.1986  0.7300 
   00317    0.4350   -1410.8265  0.7347 
   00318    0.4175   -1412.5947  0.7393 
   00319    0.4325   -1412.3399  0.7433 
   00320    0.4525   -1420.9654  0.7460 
   00321    0.4725   -1419.4161  0.7436 
   00322    0.4375   -1423.6118  0.7434 
   00323    0.4875   -1424.6706  0.7437 
   00324    0.4625   -1423.6503  0.7447 
   00325    0.4325   -1423.8725  0.7488 
   00326    0.4375   -1418.4837  0.7487 
   00327    0.4525   -1417.2747  0.7449 
   00328    0.4650   -1422.5096  0.7442 
   00329    0.4750   -1431.8984  0.7489 
   00330    0.4850   -1432.3642  0.7464 
   00331    0.4375   -1433.2366  0.7483 
   00332    0.4275   -1431.4596  0.7451 
   00333    0.4725   -1424.1773  0.7415 
   00334    0.4575   -1413.3616  0.7459 
   00335    0.4575   -1412.5003  0.7434 
   00336    0.4750   -1417.5867  0.7492 
   00337    0.4450   -1415.2559  0.7492 
   00338    0.4175   -1419.1051  0.7582 
   00339    0.4475   -1426.9343  0.7579 
   00340    0.4375   -1430.8911  0.7598 
   00341    0.4525   -1432.5479  0.7659 
   00342    0.4600   -1428.2367  0.7680 
   00343    0.4375   -1426.0525  0.7638 
   00344    0.4325   -1419.9885  0.7575 
   00345    0.4300   -1419.3988  0.7567 
   00346    0.4500   -1422.8848  0.7570 
   00347    0.4450   -1424.4329  0.7571 
   00348    0.4775   -1423.9778  0.7614 
   00349    0.4475   -1414.7424  0.7572 
   00350    0.4225   -1410.9962  0.7587 
   00351    0.4375   -1412.9070  0.7634 
   00352    0.4675   -1413.9799  0.7669 
   00353    0.4725   -1412.2802  0.7728 
   00354    0.4700   -1421.3111  0.7792 
   00355    0.4650   -1416.7196  0.7797 
   00356    0.4775   -1415.4970  0.7798 
   00357    0.4525   -1411.8998  0.7792 
   00358    0.4650   -1406.9277  0.7782 
   00359    0.4450   -1413.8631  0.7840 
   00360    0.4325   -1412.2338  0.7860 
   00361    0.4375   -1421.7623  0.7917 
   00362    0.4125   -1416.7042  0.7860 
   00363    0.4750   -1421.9390  0.7918 
   00364    0.4775   -1417.8366  0.7895 
   00365    0.4700   -1414.4972  0.7858 
   00366    0.4250   -1413.5854  0.7896 
   00367    0.4275   -1411.8723  0.7826 
   00368    0.4500   -1412.6013  0.7841 
   00369    0.4300   -1417.1440  0.7870 
   00370    0.4075   -1414.0489  0.7867 
   00371    0.4350   -1414.3021  0.7826 
   00372    0.4625   -1415.4401  0.7794 
   00373    0.4950   -1416.7304  0.7807 
   00374    0.4125   -1409.1980  0.7804 
   00375    0.4800   -1406.3442  0.7731 
   00376    0.4500   -1406.7391  0.7739 
   00377    0.4225   -1410.7827  0.7749 
   00378    0.4350   -1413.9259  0.7786 
   00379    0.4425   -1408.7491  0.7807 
   00380    0.4775   -1413.0690  0.7827 
   00381    0.4400   -1414.7557  0.7872 
   00382    0.4500   -1413.3004  0.7850 
   00383    0.4750   -1407.9133  0.7885 
   00384    0.4350   -1407.5927  0.7810 
   00385    0.4525   -1411.5062  0.7839 
   00386    0.4400   -1415.4254  0.7867 
   00387    0.4800   -1411.9426  0.7871 
   00388    0.5000   -1412.3256  0.7885 
   00389    0.4725   -1412.7764  0.7880 
   00390    0.4675   -1412.8563  0.7875 
   00391    0.4500   -1416.4336  0.7894 
   00392    0.4525   -1409.7864  0.7901 
   00393    0.4325   -1411.6728  0.7924 
   00394    0.4525   -1410.3846  0.7930 
   00395    0.4525   -1416.4459  0.7949 
   00396    0.4400   -1415.3786  0.7956 
   00397    0.4375   -1419.9354  0.7937 
   00398    0.4950   -1419.7767  0.7904 
   00399    0.5150   -1420.2284  0.7954 
   00400    0.4725   -1417.4549  0.7913 
   00401    0.4100   -1416.4925  0.7903 
   00402    0.4075   -1414.6093  0.7931 
   00403    0.4950   -1410.6014  0.7940 
   00404    0.4225   -1414.1081  0.7953 
   00405    0.4875   -1417.5454  0.7969 
   00406    0.4375   -1415.8548  0.7947 
   00407    0.4550   -1412.3350  0.7886 
   00408    0.4525   -1419.8674  0.7905 
   00409    0.4575   -1419.0424  0.7881 
   00410    0.5000   -1420.7489  0.7935 
   00411    0.4325   -1417.5619  0.7980 
   00412    0.4325   -1411.6803  0.7969 
   00413    0.4625   -1418.9643  0.7981 
   00414    0.4575   -1419.2461  0.7969 
   00415    0.4650   -1415.9129  0.7958 
   00416    0.4150   -1416.5800  0.7919 
   00417    0.4000   -1423.3312  0.7916 
   00418    0.4575   -1417.7285  0.7864 
   00419    0.4900   -1419.6195  0.7865 
   00420    0.4925   -1423.8145  0.7890 
   00421    0.4800   -1429.6451  0.7854 
   00422    0.4750   -1427.6816  0.7874 
   00423    0.4200   -1433.3537  0.7857 
   00424    0.4600   -1435.0881  0.7782 
   00425    0.4300   -1433.3538  0.7821 
   00426    0.4450   -1432.3153  0.7835 
   00427    0.4650   -1429.3934  0.7827 
   00428    0.4475   -1433.1595  0.7840 
   00429    0.4400   -1427.5926  0.7823 
   00430    0.4550   -1425.5143  0.7828 
   00431    0.4450   -1418.0820  0.7765 
   00432    0.4125   -1421.8392  0.7787 
   00433    0.4250   -1417.4700  0.7748 
   00434    0.4375   -1417.4078  0.7706 
   00435    0.4375   -1419.7526  0.7757 
   00436    0.4800   -1426.4400  0.7783 
   00437    0.4300   -1417.4842  0.7788 
   00438    0.4350   -1417.4781  0.7786 
   00439    0.4450   -1414.3950  0.7787 
   00440    0.4725   -1423.1678  0.7786 
   00441    0.4400   -1422.8026  0.7793 
   00442    0.4075   -1422.8414  0.7814 
   00443    0.4350   -1425.8667  0.7891 
   00444    0.4725   -1424.3477  0.7928 
   00445    0.4650   -1429.1700  0.7963 
   00446    0.4650   -1428.2170  0.7938 
   00447    0.4275   -1421.4726  0.7889 
   00448    0.4650   -1410.8871  0.7832 
   00449    0.4275   -1410.3199  0.7873 
   00450    0.4100   -1409.8804  0.7877 
   00451    0.4925   -1409.1228  0.7865 
   00452    0.4325   -1407.7044  0.7891 
   00453    0.4750   -1406.3530  0.7927 
   00454    0.4075   -1408.8109  0.7925 
   00455    0.4475   -1407.6269  0.7913 
   00456    0.4225   -1407.1889  0.7864 
   00457    0.4250   -1412.7453  0.7884 
   00458    0.4825   -1413.9628  0.7904 
   00459    0.4375   -1412.2481  0.7872 
   00460    0.4200   -1418.0632  0.7859 
   00461    0.4900   -1416.4371  0.7898 
   00462    0.4700   -1417.9859  0.7866 
   00463    0.4875   -1427.6297  0.7926 
   00464    0.4450   -1425.6568  0.7900 
   00465    0.4775   -1422.9898  0.7840 
   00466    0.4300   -1427.8214  0.7799 
   00467    0.4200   -1427.2878  0.7731 
   00468    0.4575   -1429.4185  0.7703 
   00469    0.4350   -1432.9970  0.7687 
   00470    0.4525   -1429.8269  0.7712 
   00471    0.4400   -1435.4937  0.7736 
   00472    0.4575   -1430.5129  0.7685 
   00473    0.4175   -1420.7558  0.7712 
   00474    0.4300   -1416.2209  0.7680 
   00475    0.3900   -1420.0231  0.7668 
   00476    0.4450   -1420.8867  0.7634 
   00477    0.4550   -1420.0274  0.7669 
   00478    0.4375   -1429.0810  0.7765 
   00479    0.4600   -1429.9296  0.7774 
   00480    0.4850   -1421.4876  0.7768 
   00481    0.4350   -1421.2355  0.7750 
   00482    0.4675   -1416.5440  0.7736 
   00483    0.4875   -1417.9962  0.7744 
   00484    0.4450   -1421.9407  0.7748 
   00485    0.4350   -1418.9176  0.7781 
   00486    0.4375   -1421.0818  0.7740 
   00487    0.4475   -1419.8728  0.7733 
   00488    0.4475   -1422.8755  0.7736 
   00489    0.4700   -1424.3050  0.7705 
   00490    0.4400   -1420.2743  0.7693 
   00491    0.4200   -1421.9547  0.7737 
   00492    0.4125   -1419.2311  0.7720 
   00493    0.4650   -1414.4869  0.7692 
   00494    0.4150   -1418.5323  0.7712 
