#=====================================================
# File created:        Wed-05-Nov-2025-at-03-14-35AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.200
# Run time (s):        7.696583
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -384.6447  0.3017 
   00001    0.6900    -524.7496  0.3108 
   00002    0.7075    -644.3982  0.3289 
   00003    0.5975    -735.3169  0.3439 
   00004    0.6400    -819.0736  0.3772 
   00005    0.6025    -906.0068  0.4033 
   00006    0.6000    -950.4322  0.4033 
   00007    0.5425   -1010.2551  0.4164 
   00008    0.5375   -1055.5517  0.4363 
   00009    0.5475   -1105.0304  0.4415 
   00010    0.5375   -1128.3886  0.4523 
   00011    0.5300   -1158.8912  0.4752 
   00012    0.5575   -1171.6861  0.4795 
   00013    0.5175   -1192.7998  0.4929 
   00014    0.6050   -1217.7880  0.5015 
   00015    0.5350   -1238.7550  0.5095 
   00016    0.4850   -1264.7322  0.5288 
   00017    0.5075   -1287.3639  0.5352 
   00018    0.5175   -1295.1815  0.5434 
   00019    0.5100   -1314.6876  0.5526 
   00020    0.4950   -1333.2164  0.5623 
   00021    0.5050   -1343.2933  0.5653 
   00022    0.5325   -1351.5176  0.5749 
   00023    0.5275   -1364.8248  0.5953 
   00024    0.5450   -1373.2444  0.6085 
   00025    0.4800   -1383.9579  0.6246 
   00026    0.4850   -1387.7221  0.6503 
   00027    0.4675   -1395.1568  0.6652 
   00028    0.5050   -1408.4237  0.6748 
   00029    0.5000   -1416.0474  0.6900 
   00030    0.4675   -1423.5304  0.6943 
   00031    0.4800   -1433.7447  0.6980 
   00032    0.4900   -1428.3140  0.6950 
   00033    0.4800   -1431.7468  0.7063 
   00034    0.5050   -1434.4194  0.7041 
   00035    0.4500   -1431.9726  0.7078 
   00036    0.4775   -1434.1774  0.7136 
   00037    0.4975   -1435.1241  0.7180 
   00038    0.5250   -1440.2124  0.7163 
   00039    0.4850   -1437.4815  0.7218 
   00040    0.4725   -1431.6751  0.7277 
   00041    0.4650   -1431.7156  0.7279 
   00042    0.4600   -1433.6606  0.7328 
   00043    0.4500   -1423.1410  0.7306 
   00044    0.4725   -1426.7653  0.7422 
   00045    0.5000   -1432.5859  0.7554 
   00046    0.5125   -1435.9346  0.7631 
   00047    0.5100   -1444.7645  0.7712 
   00048    0.4525   -1449.7291  0.7812 
   00049    0.4475   -1446.6396  0.7858 
   00050    0.5075   -1446.6143  0.7812 
   00051    0.4575   -1445.9245  0.7815 
   00052    0.5000   -1448.3788  0.7837 
   00053    0.4600   -1448.8150  0.7851 
   00054    0.4475   -1452.1076  0.7907 
   00055    0.5000   -1451.1471  0.7947 
   00056    0.4750   -1457.2220  0.7979 
   00057    0.5100   -1460.8623  0.8070 
   00058    0.4375   -1460.9978  0.8116 
   00059    0.4350   -1463.0715  0.8219 
   00060    0.4950   -1464.1432  0.8241 
   00061    0.4475   -1463.3662  0.8307 
   00062    0.4700   -1476.3928  0.8424 
   00063    0.4150   -1470.3581  0.8403 
   00064    0.4475   -1464.7265  0.8339 
   00065    0.4900   -1471.9750  0.8447 
   00066    0.4100   -1474.0456  0.8503 
   00067    0.4150   -1476.2529  0.8504 
   00068    0.4500   -1482.6255  0.8574 
   00069    0.4550   -1480.2119  0.8618 
   00070    0.4550   -1490.8868  0.8691 
   00071    0.4400   -1495.6621  0.8746 
   00072    0.4750   -1493.3296  0.8738 
