#=====================================================
# File created:        Wed-05-Nov-2025-at-04-00-03AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.100
# Run time (s):        0.151512
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -377.7765  0.2732 
   00001    0.6300    -470.3825  0.2700 
   00002    0.6700    -554.7112  0.2790 
   00003    0.6425    -621.7108  0.2744 
   00004    0.6125    -672.5572  0.2733 
   00005    0.5950    -762.9693  0.2825 
   00006    0.5550    -817.8425  0.2834 
   00007    0.6125    -878.5631  0.2957 
   00008    0.5225    -921.2950  0.2968 
   00009    0.5775    -968.2004  0.2973 
   00010    0.6000   -1015.4264  0.2906 
   00011    0.5825   -1048.1561  0.2864 
   00012    0.5700   -1076.2066  0.2907 
   00013    0.5500   -1107.9156  0.2843 
   00014    0.5625   -1147.5898  0.2811 
   00015    0.5175   -1162.2926  0.2779 
   00016    0.5300   -1187.0122  0.2785 
   00017    0.5375   -1203.1189  0.2642 
   00018    0.4775   -1219.5798  0.2711 
   00019    0.5750   -1241.0090  0.2697 
   00020    0.5150   -1256.2849  0.2720 
   00021    0.5450   -1278.9014  0.2734 
   00022    0.5950   -1291.1504  0.2757 
   00023    0.5475   -1309.5968  0.2746 
   00024    0.5150   -1323.8904  0.2685 
   00025    0.5100   -1336.5326  0.2679 
   00026    0.4850   -1341.7665  0.2607 
   00027    0.5025   -1347.5127  0.2601 
   00028    0.5200   -1355.7949  0.2628 
   00029    0.5325   -1361.0911  0.2674 
   00030    0.5100   -1371.4472  0.2688 
   00031    0.5600   -1377.9625  0.2707 
   00032    0.4650   -1381.7616  0.2707 
   00033    0.4950   -1388.2769  0.2685 
   00034    0.4750   -1394.7173  0.2739 
   00035    0.4950   -1396.0784  0.2793 
   00036    0.5650   -1399.1051  0.2825 
   00037    0.5250   -1408.7567  0.2858 
   00038    0.5025   -1407.0794  0.2874 
   00039    0.5000   -1409.7665  0.2850 
   00040    0.4850   -1416.0427  0.2852 
   00041    0.4925   -1417.8373  0.2835 
   00042    0.5250   -1424.8742  0.2892 
   00043    0.5025   -1429.0675  0.2832 
   00044    0.5275   -1431.2861  0.2786 
   00045    0.5050   -1435.4367  0.2821 
   00046    0.5000   -1438.4117  0.2853 
   00047    0.5150   -1439.9873  0.2919 
   00048    0.4850   -1445.5461  0.2972 
   00049    0.5075   -1452.5829  0.3004 
   00050    0.5250   -1453.4361  0.3037 
   00051    0.4950   -1454.9110  0.3099 
   00052    0.5125   -1458.2659  0.3090 
   00053    0.4800   -1455.0568  0.3127 
   00054    0.5000   -1455.6151  0.3088 
   00055    0.4975   -1454.7535  0.3072 
   00056    0.4900   -1458.7176  0.3134 
   00057    0.4550   -1464.6951  0.3116 
   00058    0.5000   -1464.8945  0.3254 
   00059    0.5075   -1466.7251  0.3279 
   00060    0.5150   -1464.5314  0.3319 
   00061    0.4650   -1469.7315  0.3303 
   00062    0.4925   -1471.7765  0.3363 
   00063    0.5450   -1475.5706  0.3391 
   00064    0.4600   -1478.9040  0.3338 
   00065    0.5300   -1482.6100  0.3356 
   00066    0.5050   -1485.7837  0.3436 
   00067    0.4500   -1488.7184  0.3480 
   00068    0.4675   -1489.3716  0.3470 
   00069    0.4875   -1488.4550  0.3529 
   00070    0.5125   -1488.1059  0.3534 
   00071    0.4425   -1490.1346  0.3612 
   00072    0.4850   -1492.6166  0.3631 
   00073    0.4700   -1493.0813  0.3656 
   00074    0.5000   -1494.4884  0.3706 
   00075    0.4575   -1493.8077  0.3724 
   00076    0.4600   -1494.9241  0.3719 
   00077    0.5075   -1493.9612  0.3758 
   00078    0.5000   -1489.8014  0.3707 
   00079    0.4850   -1493.5764  0.3716 
   00080    0.4900   -1491.0884  0.3680 
   00081    0.4625   -1490.5366  0.3700 
   00082    0.5100   -1493.4144  0.3758 
   00083    0.4725   -1497.7728  0.3839 
   00084    0.4725   -1495.6989  0.3786 
   00085    0.5150   -1502.8797  0.3855 
   00086    0.4675   -1501.4790  0.3869 
   00087    0.4925   -1498.3855  0.3856 
   00088    0.4675   -1501.2830  0.3821 
   00089    0.4925   -1500.1233  0.3841 
   00090    0.5000   -1499.2698  0.3853 
   00091    0.5000   -1501.3605  0.3829 
   00092    0.4450   -1503.2093  0.3839 
   00093    0.4400   -1501.1326  0.3828 
