#=====================================================
# File created:        Tue-04-Nov-2025-at-02-14-29AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.050
# Run time (s):        3.065817
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -447.3039  0.2637 
   00001    0.6850    -389.8354  0.2602 
   00002    0.6500    -421.1822  0.2552 
   00003    0.6175    -446.3787  0.2546 
   00004    0.6525    -476.0754  0.2529 
   00005    0.6100    -493.7541  0.2531 
   00006    0.6225    -519.7647  0.2522 
   00007    0.5725    -548.9681  0.2566 
   00008    0.6175    -567.9780  0.2606 
   00009    0.6000    -587.9794  0.2656 
   00010    0.6025    -618.3899  0.2675 
   00011    0.6225    -643.8519  0.2688 
   00012    0.6100    -660.8460  0.2714 
   00013    0.5925    -682.7054  0.2699 
   00014    0.5550    -698.5240  0.2702 
   00015    0.6150    -717.3218  0.2695 
   00016    0.5825    -733.2926  0.2686 
   00017    0.5775    -755.0263  0.2704 
   00018    0.5725    -768.1830  0.2693 
   00019    0.5550    -787.7048  0.2694 
   00020    0.5975    -804.0777  0.2687 
   00021    0.6100    -839.0086  0.2747 
   00022    0.5925    -857.2435  0.2794 
   00023    0.5500    -868.6667  0.2813 
   00024    0.5350    -882.5549  0.2787 
   00025    0.6075    -903.0631  0.2833 
   00026    0.5475    -917.2806  0.2846 
   00027    0.6000    -935.2290  0.2830 
   00028    0.5450    -955.2368  0.2836 
   00029    0.5775    -974.7602  0.2852 
   00030    0.5550    -987.5331  0.2864 
   00031    0.5375   -1000.0854  0.2873 
   00032    0.5900   -1014.0321  0.2933 
   00033    0.5550   -1032.6109  0.2922 
   00034    0.5500   -1043.6652  0.2910 
   00035    0.5450   -1058.7872  0.2884 
   00036    0.5700   -1070.8617  0.2854 
   00037    0.5525   -1080.4590  0.2809 
   00038    0.5350   -1088.7602  0.2788 
   00039    0.5575   -1101.7818  0.2774 
   00040    0.5175   -1109.4084  0.2831 
   00041    0.5600   -1123.5767  0.2884 
   00042    0.5475   -1136.2609  0.2922 
   00043    0.5475   -1145.6827  0.2932 
   00044    0.5625   -1155.4438  0.2952 
   00045    0.5550   -1167.3818  0.2964 
   00046    0.5650   -1179.1759  0.2961 
   00047    0.5250   -1185.9097  0.2976 
   00048    0.5675   -1191.1834  0.2997 
   00049    0.5600   -1197.1903  0.2990 
   00050    0.6150   -1209.4075  0.3031 
   00051    0.5075   -1218.6686  0.3064 
   00052    0.5525   -1224.6400  0.3048 
   00053    0.5350   -1232.7663  0.3096 
   00054    0.5375   -1242.2406  0.3157 
   00055    0.5275   -1244.4384  0.3145 
   00056    0.4975   -1249.5524  0.3152 
   00057    0.5500   -1258.6225  0.3151 
   00058    0.5425   -1262.3299  0.3164 
   00059    0.5025   -1268.5958  0.3198 
   00060    0.5025   -1274.6444  0.3222 
   00061    0.4775   -1276.3430  0.3245 
   00062    0.5550   -1283.2339  0.3271 
   00063    0.5475   -1287.3326  0.3261 
   00064    0.5300   -1294.1367  0.3292 
   00065    0.5300   -1297.6657  0.3282 
   00066    0.4925   -1302.6415  0.3304 
   00067    0.5250   -1307.1217  0.3327 
   00068    0.4675   -1310.2271  0.3310 
   00069    0.5075   -1314.1906  0.3314 
   00070    0.5175   -1316.4024  0.3311 
   00071    0.4800   -1321.1337  0.3351 
   00072    0.5025   -1322.8951  0.3375 
   00073    0.5150   -1326.0779  0.3389 
   00074    0.5275   -1329.6323  0.3422 
   00075    0.5200   -1334.1040  0.3451 
   00076    0.4750   -1336.7833  0.3461 
   00077    0.5150   -1341.7674  0.3439 
   00078    0.4925   -1347.5238  0.3428 
   00079    0.4925   -1352.1177  0.3454 
   00080    0.4775   -1352.9647  0.3486 
   00081    0.5175   -1354.5910  0.3490 
   00082    0.4900   -1357.1644  0.3484 
   00083    0.4600   -1358.2088  0.3505 
   00084    0.5400   -1363.7813  0.3536 
   00085    0.5400   -1365.8747  0.3541 
   00086    0.4725   -1367.7349  0.3582 
   00087    0.5125   -1368.4680  0.3613 
   00088    0.4900   -1368.9384  0.3620 
   00089    0.5250   -1370.8315  0.3646 
   00090    0.5050   -1371.5879  0.3660 
   00091    0.5025   -1372.7309  0.3703 
   00092    0.5200   -1373.5735  0.3716 
   00093    0.4750   -1377.2775  0.3672 
   00094    0.4700   -1379.4925  0.3721 
   00095    0.4900   -1383.5324  0.3760 
   00096    0.5000   -1386.4579  0.3762 
   00097    0.4800   -1387.7989  0.3762 
   00098    0.5225   -1390.2711  0.3790 
   00099    0.4950   -1388.3170  0.3795 
   00100    0.5150   -1391.6461  0.3788 
   00101    0.4675   -1393.5781  0.3782 
   00102    0.4775   -1394.1445  0.3804 
   00103    0.5600   -1395.5284  0.3818 
   00104    0.4600   -1394.2100  0.3839 
   00105    0.4700   -1398.2764  0.3870 
   00106    0.4825   -1399.6462  0.3892 
   00107    0.5300   -1401.3885  0.3856 
   00108    0.5225   -1403.1672  0.3847 
   00109    0.5125   -1405.2223  0.3875 
   00110    0.4825   -1407.4843  0.3891 
   00111    0.4500   -1407.9950  0.3895 
   00112    0.5025   -1410.6427  0.3897 
   00113    0.4850   -1411.9599  0.3887 
   00114    0.4775   -1413.7667  0.3862 
   00115    0.5175   -1415.1471  0.3860 
   00116    0.5175   -1417.6481  0.3862 
   00117    0.4700   -1419.2132  0.3866 
   00118    0.5350   -1421.2446  0.3862 
   00119    0.4825   -1423.5860  0.3926 
   00120    0.4825   -1423.0436  0.3945 
   00121    0.4700   -1424.3878  0.3946 
   00122    0.5250   -1425.7730  0.3956 
   00123    0.4650   -1425.6229  0.3962 
   00124    0.4975   -1426.1798  0.3944 
   00125    0.5075   -1424.7168  0.3935 
   00126    0.4625   -1425.7353  0.3943 
   00127    0.4550   -1428.2398  0.4015 
   00128    0.4950   -1428.6527  0.4036 
   00129    0.4475   -1429.3477  0.4048 
   00130    0.4625   -1430.9480  0.4085 
   00131    0.5100   -1432.6650  0.4111 
   00132    0.4850   -1433.6692  0.4093 
   00133    0.5200   -1433.7762  0.4068 
   00134    0.5025   -1433.7728  0.4092 
   00135    0.4700   -1435.6832  0.4127 
   00136    0.5300   -1437.0493  0.4136 
   00137    0.5200   -1437.9148  0.4134 
   00138    0.4500   -1437.8312  0.4138 
   00139    0.4600   -1439.5662  0.4144 
   00140    0.5050   -1439.1078  0.4151 
   00141    0.4600   -1439.7188  0.4156 
   00142    0.4825   -1440.0281  0.4132 
   00143    0.4900   -1441.1388  0.4129 
   00144    0.4600   -1442.3644  0.4149 
   00145    0.5025   -1442.2559  0.4171 
   00146    0.5300   -1443.6227  0.4178 
   00147    0.5100   -1445.4312  0.4143 
   00148    0.4950   -1445.4160  0.4141 
   00149    0.4700   -1446.3103  0.4149 
   00150    0.4875   -1447.1938  0.4179 
   00151    0.5400   -1447.1045  0.4224 
   00152    0.4700   -1446.7841  0.4251 
   00153    0.4750   -1447.8042  0.4231 
