#=====================================================
# File created:        Wed-05-Nov-2025-at-05-07-33AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.150
# Run time (s):        0.144046
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -457.1573  0.2798 
   00001    0.6250    -582.7494  0.2869 
   00002    0.6525    -660.9042  0.3023 
   00003    0.6625    -741.8850  0.2959 
   00004    0.6425    -832.9967  0.3051 
   00005    0.6050    -895.2671  0.3097 
   00006    0.5875    -968.6837  0.3197 
   00007    0.5775   -1024.0644  0.3257 
   00008    0.5825   -1059.6573  0.3292 
   00009    0.5650   -1095.3921  0.3186 
   00010    0.5725   -1135.3296  0.3162 
   00011    0.5200   -1164.6621  0.3247 
   00012    0.5550   -1197.1454  0.3445 
   00013    0.5300   -1220.7075  0.3636 
   00014    0.5275   -1238.5797  0.3664 
   00015    0.5525   -1247.8396  0.3695 
   00016    0.5300   -1263.4702  0.3786 
   00017    0.5275   -1274.6854  0.3882 
   00018    0.4950   -1284.1450  0.4015 
   00019    0.5125   -1293.4618  0.4064 
   00020    0.5125   -1304.0945  0.4031 
   00021    0.5275   -1316.1792  0.3977 
   00022    0.5275   -1325.0507  0.4014 
   00023    0.5100   -1328.2294  0.4026 
   00024    0.5100   -1343.2313  0.4050 
   00025    0.5250   -1354.0844  0.4066 
   00026    0.4975   -1354.2411  0.4017 
   00027    0.5300   -1358.7734  0.4082 
   00028    0.4650   -1364.1175  0.4038 
   00029    0.4975   -1375.6351  0.4089 
   00030    0.5175   -1382.9547  0.4075 
   00031    0.4750   -1389.5519  0.4180 
   00032    0.4775   -1394.3374  0.4204 
   00033    0.4900   -1396.5785  0.4238 
   00034    0.4600   -1395.7967  0.4156 
   00035    0.4950   -1399.7072  0.4263 
   00036    0.4825   -1395.2032  0.4279 
   00037    0.4825   -1395.8014  0.4260 
   00038    0.4875   -1404.9783  0.4439 
   00039    0.5275   -1403.9374  0.4351 
   00040    0.5250   -1412.6811  0.4462 
   00041    0.5350   -1414.2881  0.4470 
   00042    0.5200   -1422.5611  0.4614 
   00043    0.5175   -1438.0860  0.4639 
   00044    0.5125   -1438.7330  0.4626 
   00045    0.4850   -1435.3585  0.4682 
   00046    0.4575   -1438.3849  0.4740 
   00047    0.4375   -1439.2748  0.4691 
   00048    0.4625   -1438.3093  0.4732 
   00049    0.4725   -1442.0290  0.4810 
   00050    0.4800   -1444.4257  0.4800 
   00051    0.5400   -1446.8966  0.4754 
   00052    0.5000   -1446.6373  0.4695 
   00053    0.4750   -1451.1603  0.4768 
   00054    0.4925   -1452.7471  0.4723 
   00055    0.5150   -1455.1433  0.4713 
   00056    0.4700   -1458.0680  0.4804 
   00057    0.5125   -1452.0171  0.4822 
   00058    0.4575   -1451.1456  0.4759 
   00059    0.4750   -1450.5475  0.4771 
   00060    0.5000   -1449.0656  0.4675 
   00061    0.4950   -1451.2850  0.4639 
   00062    0.5200   -1454.0711  0.4660 
   00063    0.4900   -1454.6168  0.4764 
   00064    0.4600   -1457.3065  0.4756 
   00065    0.4750   -1458.1727  0.4744 
   00066    0.5025   -1459.5664  0.4875 
   00067    0.5175   -1464.5100  0.4920 
   00068    0.4825   -1462.7891  0.5066 
   00069    0.4500   -1461.7352  0.5051 
   00070    0.4675   -1461.2549  0.5042 
   00071    0.5425   -1461.5388  0.5143 
   00072    0.5150   -1461.6630  0.5130 
   00073    0.4000   -1465.9501  0.5149 
   00074    0.4675   -1462.1953  0.5215 
   00075    0.5000   -1461.5423  0.5228 
   00076    0.4600   -1469.2051  0.5247 
   00077    0.4775   -1460.9100  0.5189 
   00078    0.5500   -1462.6313  0.5092 
   00079    0.4750   -1461.7315  0.4970 
   00080    0.4925   -1462.0143  0.4990 
   00081    0.4600   -1463.1098  0.4959 
   00082    0.5175   -1459.9135  0.4840 
   00083    0.4375   -1465.7305  0.4898 
   00084    0.4775   -1461.9492  0.4908 
   00085    0.5325   -1459.6715  0.4866 
   00086    0.4750   -1455.9320  0.4868 
   00087    0.4675   -1453.6698  0.4861 
   00088    0.5000   -1463.2743  0.4935 
   00089    0.4775   -1465.1527  0.4905 
   00090    0.5025   -1460.0114  0.4991 
   00091    0.5000   -1466.1937  0.5088 
   00092    0.5000   -1462.9761  0.5092 
   00093    0.4925   -1461.4798  0.5200 
   00094    0.5075   -1468.5037  0.5151 
   00095    0.4600   -1470.5593  0.5180 
   00096    0.4625   -1468.3870  0.5159 
   00097    0.4625   -1470.9485  0.5180 
   00098    0.4775   -1471.8418  0.5250 
   00099    0.4900   -1471.2843  0.5224 
   00100    0.4700   -1466.7888  0.5217 
   00101    0.4825   -1464.1185  0.5238 
   00102    0.4325   -1464.8468  0.5304 
   00103    0.4400   -1468.5693  0.5340 
   00104    0.4875   -1468.2649  0.5341 
   00105    0.4700   -1467.6515  0.5331 
   00106    0.4700   -1471.2331  0.5392 
   00107    0.4925   -1465.9639  0.5378 
   00108    0.4775   -1470.0339  0.5414 
   00109    0.4875   -1467.8122  0.5465 
   00110    0.4950   -1469.0510  0.5502 
   00111    0.4675   -1469.2778  0.5586 
   00112    0.4875   -1471.6680  0.5631 
   00113    0.5000   -1471.9259  0.5699 
   00114    0.4800   -1469.5612  0.5679 
   00115    0.5100   -1468.8579  0.5662 
   00116    0.5125   -1471.8783  0.5703 
   00117    0.4975   -1474.3407  0.5761 
   00118    0.4875   -1470.2776  0.5713 
   00119    0.4900   -1470.6489  0.5813 
   00120    0.5025   -1479.2933  0.5959 
   00121    0.4750   -1481.6323  0.6050 
   00122    0.4750   -1480.4638  0.6031 
   00123    0.4850   -1483.7871  0.6115 
   00124    0.4500   -1484.2147  0.6127 
   00125    0.4900   -1482.2187  0.6181 
   00126    0.5275   -1483.9740  0.6213 
   00127    0.4250   -1482.5835  0.6204 
   00128    0.4525   -1481.5885  0.6258 
   00129    0.4825   -1485.6511  0.6257 
   00130    0.5075   -1480.7950  0.6390 
   00131    0.4750   -1486.0218  0.6435 
   00132    0.4725   -1490.9329  0.6440 
   00133    0.4900   -1496.5895  0.6423 
   00134    0.4675   -1500.8297  0.6456 
   00135    0.4425   -1497.9898  0.6444 
   00136    0.4700   -1496.4770  0.6472 
   00137    0.5275   -1495.5063  0.6538 
   00138    0.5125   -1498.3887  0.6619 
   00139    0.5050   -1500.2147  0.6712 
   00140    0.4700   -1501.2011  0.6723 
   00141    0.3975   -1501.5421  0.6711 
   00142    0.4825   -1504.4460  0.6700 
   00143    0.4875   -1503.8494  0.6754 
   00144    0.4650   -1501.3021  0.6733 
   00145    0.4500   -1500.6362  0.6830 
   00146    0.4575   -1495.7770  0.6848 
   00147    0.4425   -1497.3699  0.6831 
   00148    0.4650   -1494.8176  0.6871 
   00149    0.4600   -1496.5133  0.6880 
   00150    0.4675   -1496.9027  0.6908 
   00151    0.4975   -1492.5974  0.6971 
   00152    0.4100   -1493.8994  0.7016 
   00153    0.5025   -1500.4182  0.7026 
   00154    0.4650   -1498.3445  0.7095 
   00155    0.4950   -1502.8775  0.7131 
   00156    0.4975   -1503.7011  0.7171 
   00157    0.4775   -1502.4684  0.7153 
   00158    0.4550   -1506.0430  0.7164 
   00159    0.5050   -1507.6799  0.7202 
   00160    0.4950   -1505.7231  0.7172 
   00161    0.4750   -1501.2799  0.7226 
   00162    0.4425   -1500.8589  0.7263 
   00163    0.4875   -1502.5101  0.7306 
   00164    0.4400   -1498.0858  0.7283 
   00165    0.4600   -1495.8814  0.7352 
   00166    0.4925   -1498.8565  0.7311 
   00167    0.5025   -1497.0197  0.7439 
   00168    0.4775   -1502.1368  0.7525 
   00169    0.5025   -1502.0716  0.7521 
   00170    0.4725   -1509.6825  0.7609 
   00171    0.4750   -1510.2824  0.7635 
   00172    0.4325   -1509.9608  0.7671 
   00173    0.4750   -1512.6653  0.7682 
   00174    0.4775   -1510.4673  0.7680 
   00175    0.4425   -1512.4642  0.7708 
   00176    0.4725   -1513.7905  0.7775 
   00177    0.4225   -1509.5548  0.7750 
   00178    0.4725   -1510.8078  0.7831 
   00179    0.4925   -1514.4944  0.7869 
   00180    0.5050   -1510.0074  0.7816 
   00181    0.5050   -1509.0153  0.7829 
   00182    0.4650   -1504.4657  0.7844 
   00183    0.4700   -1506.9809  0.7858 
   00184    0.5075   -1507.1488  0.7906 
   00185    0.4725   -1508.9269  0.7882 
   00186    0.4900   -1509.6435  0.7900 
   00187    0.4725   -1510.1414  0.7897 
   00188    0.5300   -1510.6859  0.7858 
   00189    0.4800   -1508.4647  0.7832 
   00190    0.4675   -1506.0687  0.7845 
   00191    0.4275   -1500.0003  0.7829 
   00192    0.5150   -1507.1272  0.7852 
   00193    0.4750   -1510.4633  0.7893 
   00194    0.4925   -1511.7385  0.7875 
   00195    0.4375   -1509.8086  0.7850 
   00196    0.4550   -1508.2257  0.7846 
   00197    0.4675   -1508.7243  0.7882 
   00198    0.4725   -1511.6102  0.7900 
   00199    0.4850   -1510.0147  0.7877 
   00200    0.4700   -1513.9500  0.7909 
   00201    0.4475   -1513.4451  0.7844 
   00202    0.5175   -1513.0916  0.7794 
   00203    0.4825   -1514.4445  0.7778 
   00204    0.5275   -1512.3169  0.7859 
   00205    0.5050   -1512.8336  0.7844 
   00206    0.4725   -1510.4374  0.7822 
   00207    0.4375   -1513.2509  0.7780 
   00208    0.4900   -1514.5264  0.7815 
   00209    0.5250   -1508.9054  0.7833 
   00210    0.4450   -1513.7708  0.7820 
   00211    0.4325   -1511.6699  0.7800 
   00212    0.4625   -1515.7458  0.7839 
   00213    0.4600   -1518.2099  0.7851 
   00214    0.4825   -1520.1883  0.7839 
   00215    0.4275   -1520.2212  0.7851 
   00216    0.4800   -1517.3306  0.7854 
   00217    0.4825   -1513.4673  0.7844 
   00218    0.4825   -1508.9836  0.7881 
   00219    0.5100   -1506.9477  0.7875 
   00220    0.4825   -1506.9072  0.7932 
   00221    0.5100   -1512.4494  0.7963 
   00222    0.4600   -1515.7643  0.8014 
   00223    0.5050   -1515.9926  0.8067 
   00224    0.4875   -1511.7587  0.7977 
   00225    0.4550   -1512.4433  0.8051 
   00226    0.4550   -1506.2020  0.8009 
   00227    0.4750   -1506.7643  0.8112 
   00228    0.4325   -1513.2669  0.8124 
   00229    0.5025   -1514.8810  0.8161 
   00230    0.4550   -1519.9023  0.8200 
   00231    0.4825   -1514.6654  0.8220 
   00232    0.4800   -1514.5612  0.8207 
   00233    0.4850   -1516.4569  0.8244 
   00234    0.5125   -1518.0577  0.8249 
   00235    0.4725   -1524.2280  0.8259 
   00236    0.4775   -1516.8583  0.8238 
   00237    0.4550   -1511.3116  0.8241 
   00238    0.4500   -1514.1127  0.8245 
   00239    0.5000   -1509.9354  0.8292 
   00240    0.4875   -1510.3628  0.8323 
   00241    0.4425   -1511.0021  0.8332 
   00242    0.4875   -1510.6905  0.8396 
   00243    0.4675   -1509.3628  0.8365 
   00244    0.4825   -1505.8138  0.8396 
   00245    0.4350   -1515.4415  0.8444 
   00246    0.4850   -1513.7314  0.8401 
   00247    0.4750   -1511.2061  0.8400 
   00248    0.4550   -1507.6402  0.8390 
   00249    0.4975   -1509.2960  0.8419 
   00250    0.5150   -1508.9647  0.8413 
   00251    0.4800   -1508.9698  0.8413 
   00252    0.5000   -1510.3650  0.8421 
   00253    0.4950   -1512.0369  0.8491 
   00254    0.4700   -1509.0078  0.8463 
   00255    0.5175   -1512.4958  0.8498 
   00256    0.4875   -1511.2322  0.8503 
   00257    0.4550   -1509.2522  0.8573 
   00258    0.4600   -1508.8465  0.8568 
   00259    0.4400   -1514.7560  0.8614 
   00260    0.4850   -1516.1189  0.8620 
   00261    0.5050   -1522.1674  0.8702 
   00262    0.4875   -1521.0133  0.8609 
   00263    0.4950   -1521.3792  0.8643 
   00264    0.4500   -1522.1575  0.8666 
   00265    0.4775   -1523.7619  0.8703 
   00266    0.4725   -1525.3837  0.8733 
   00267    0.5075   -1526.6969  0.8767 
   00268    0.5100   -1531.4087  0.8826 
   00269    0.4475   -1529.7859  0.8832 
   00270    0.4850   -1526.7187  0.8867 
   00271    0.5050   -1526.9673  0.8895 
   00272    0.4925   -1528.0360  0.8921 
   00273    0.5100   -1532.4632  0.8949 
   00274    0.5075   -1531.7157  0.8953 
   00275    0.4925   -1532.6093  0.8976 
   00276    0.5075   -1526.5519  0.8998 
   00277    0.4550   -1527.9277  0.8997 
   00278    0.4500   -1536.7973  0.9088 
   00279    0.4875   -1532.9308  0.9100 
   00280    0.4575   -1530.4139  0.9088 
   00281    0.4350   -1532.6351  0.9091 
   00282    0.4775   -1530.5757  0.9108 
   00283    0.4875   -1526.4449  0.9085 
   00284    0.4600   -1534.1988  0.9118 
   00285    0.4825   -1534.6760  0.9114 
   00286    0.4450   -1533.8679  0.9144 
   00287    0.4525   -1533.6968  0.9153 
   00288    0.4775   -1534.5416  0.9183 
   00289    0.4925   -1530.6366  0.9189 
   00290    0.4750   -1524.8430  0.9202 
   00291    0.5125   -1528.7438  0.9212 
   00292    0.4550   -1532.5906  0.9201 
   00293    0.4775   -1536.7614  0.9240 
   00294    0.4900   -1533.9879  0.9200 
   00295    0.4675   -1536.6208  0.9218 
   00296    0.4575   -1535.7413  0.9220 
   00297    0.4725   -1535.4209  0.9178 
   00298    0.4700   -1537.8870  0.9163 
   00299    0.4400   -1535.3654  0.9183 
   00300    0.4550   -1530.5888  0.9219 
   00301    0.4475   -1536.3763  0.9257 
   00302    0.4450   -1542.7177  0.9284 
   00303    0.4825   -1540.8189  0.9273 
   00304    0.4625   -1542.2949  0.9255 
   00305    0.4850   -1539.6401  0.9227 
   00306    0.4600   -1541.1882  0.9254 
   00307    0.4975   -1538.6998  0.9280 
   00308    0.4700   -1538.8190  0.9258 
   00309    0.4325   -1540.5402  0.9256 
   00310    0.4925   -1545.9169  0.9297 
   00311    0.4500   -1538.0883  0.9300 
   00312    0.4625   -1540.7697  0.9301 
   00313    0.4650   -1536.2269  0.9301 
   00314    0.4450   -1534.1662  0.9310 
   00315    0.4775   -1538.2722  0.9381 
   00316    0.4575   -1535.8802  0.9330 
   00317    0.4500   -1535.4802  0.9370 
   00318    0.4525   -1529.0725  0.9362 
   00319    0.4375   -1532.1272  0.9351 
   00320    0.4400   -1532.5804  0.9376 
   00321    0.4225   -1531.6811  0.9352 
   00322    0.4625   -1532.5780  0.9360 
   00323    0.4725   -1531.1844  0.9369 
   00324    0.4875   -1531.1156  0.9347 
   00325    0.4850   -1535.4655  0.9389 
   00326    0.4400   -1532.1839  0.9392 
   00327    0.4625   -1534.6445  0.9423 
   00328    0.5500   -1539.9352  0.9452 
   00329    0.4575   -1540.0547  0.9458 
   00330    0.4300   -1541.2336  0.9489 
   00331    0.4850   -1539.1040  0.9535 
   00332    0.4575   -1535.4826  0.9546 
   00333    0.4600   -1541.3010  0.9552 
   00334    0.4375   -1535.5498  0.9546 
   00335    0.4975   -1535.2255  0.9556 
   00336    0.4950   -1537.7419  0.9549 
   00337    0.4525   -1538.1826  0.9553 
   00338    0.4575   -1532.2419  0.9531 
   00339    0.4675   -1533.1248  0.9556 
   00340    0.4550   -1537.8311  0.9575 
   00341    0.4725   -1537.6285  0.9574 
   00342    0.4625   -1540.2834  0.9586 
   00343    0.4625   -1541.2912  0.9619 
   00344    0.4350   -1546.7677  0.9622 
   00345    0.4925   -1546.3222  0.9657 
   00346    0.4800   -1546.0273  0.9670 
   00347    0.4725   -1544.6178  0.9660 
   00348    0.4875   -1539.7536  0.9657 
   00349    0.4050   -1540.7410  0.9635 
   00350    0.4800   -1535.4743  0.9599 
   00351    0.4625   -1538.3106  0.9580 
   00352    0.4775   -1538.4842  0.9567 
   00353    0.4875   -1538.9089  0.9562 
   00354    0.4675   -1535.8787  0.9577 
   00355    0.4800   -1533.1175  0.9561 
   00356    0.5050   -1533.6649  0.9542 
   00357    0.4750   -1539.3345  0.9578 
   00358    0.4325   -1543.1080  0.9583 
   00359    0.4550   -1539.0706  0.9564 
   00360    0.4950   -1539.9916  0.9589 
   00361    0.4550   -1539.6370  0.9584 
   00362    0.4550   -1544.4950  0.9609 
   00363    0.4700   -1539.5869  0.9589 
   00364    0.4950   -1536.9819  0.9603 
   00365    0.4750   -1542.5844  0.9628 
   00366    0.4850   -1541.6146  0.9596 
   00367    0.5000   -1540.4018  0.9611 
   00368    0.4850   -1541.1636  0.9597 
   00369    0.4875   -1540.3443  0.9592 
   00370    0.4600   -1541.4114  0.9600 
   00371    0.4750   -1537.3590  0.9572 
   00372    0.4450   -1536.3123  0.9554 
   00373    0.5350   -1537.0084  0.9533 
   00374    0.4750   -1533.9300  0.9507 
   00375    0.4700   -1537.0780  0.9515 
   00376    0.4800   -1533.9279  0.9533 
   00377    0.5000   -1539.3121  0.9533 
   00378    0.5150   -1538.7721  0.9551 
   00379    0.4975   -1537.0408  0.9549 
   00380    0.4675   -1539.8661  0.9548 
   00381    0.4550   -1539.2851  0.9519 
   00382    0.4675   -1545.1906  0.9493 
   00383    0.4200   -1543.8113  0.9485 
   00384    0.5050   -1544.1633  0.9504 
   00385    0.4775   -1541.1722  0.9498 
   00386    0.4650   -1544.4970  0.9501 
   00387    0.4475   -1536.9760  0.9504 
   00388    0.4625   -1533.6752  0.9497 
   00389    0.4325   -1534.1975  0.9467 
   00390    0.4750   -1530.5270  0.9445 
   00391    0.5100   -1527.7780  0.9429 
   00392    0.4400   -1530.8618  0.9472 
   00393    0.4925   -1524.8217  0.9474 
   00394    0.4675   -1526.1281  0.9458 
   00395    0.4925   -1528.7480  0.9469 
   00396    0.4750   -1529.7095  0.9460 
   00397    0.4825   -1535.7842  0.9502 
   00398    0.4150   -1543.7272  0.9514 
   00399    0.4575   -1544.6798  0.9562 
   00400    0.4750   -1542.2928  0.9580 
   00401    0.4775   -1541.1711  0.9554 
   00402    0.4925   -1539.8132  0.9532 
   00403    0.4525   -1540.5722  0.9587 
   00404    0.4600   -1539.7860  0.9597 
   00405    0.4525   -1543.3904  0.9645 
   00406    0.4625   -1545.9235  0.9651 
   00407    0.4500   -1545.4486  0.9650 
   00408    0.4625   -1545.1290  0.9629 
   00409    0.4675   -1541.0219  0.9617 
   00410    0.4675   -1545.7691  0.9627 
   00411    0.4925   -1543.3122  0.9613 
   00412    0.5325   -1540.0172  0.9576 
   00413    0.4750   -1537.5988  0.9568 
   00414    0.4925   -1541.1081  0.9550 
   00415    0.4875   -1543.8655  0.9553 
   00416    0.4350   -1541.9381  0.9553 
   00417    0.5125   -1543.6227  0.9573 
   00418    0.4400   -1540.2318  0.9564 
   00419    0.4100   -1535.3450  0.9547 
   00420    0.4100   -1533.1051  0.9547 
   00421    0.5175   -1531.5789  0.9558 
   00422    0.4775   -1529.3282  0.9572 
   00423    0.4525   -1531.9339  0.9577 
   00424    0.4975   -1534.2157  0.9566 
   00425    0.4625   -1534.6682  0.9550 
   00426    0.4825   -1532.1394  0.9530 
   00427    0.4300   -1535.4996  0.9545 
   00428    0.4225   -1536.2494  0.9549 
   00429    0.4200   -1535.2288  0.9519 
   00430    0.4625   -1537.2390  0.9524 
   00431    0.4600   -1537.5591  0.9549 
   00432    0.4925   -1534.6991  0.9528 
   00433    0.4750   -1536.1976  0.9541 
   00434    0.4875   -1533.3201  0.9503 
   00435    0.4700   -1534.6337  0.9517 
   00436    0.4675   -1533.3963  0.9533 
   00437    0.5050   -1534.6887  0.9497 
   00438    0.4800   -1538.4394  0.9519 
   00439    0.4225   -1534.6343  0.9523 
   00440    0.4600   -1534.4538  0.9532 
   00441    0.4975   -1536.3323  0.9562 
   00442    0.4875   -1533.6467  0.9555 
   00443    0.4525   -1537.2770  0.9551 
   00444    0.4600   -1531.9456  0.9531 
   00445    0.4825   -1534.6676  0.9558 
   00446    0.4950   -1538.4569  0.9598 
   00447    0.4450   -1533.2168  0.9579 
   00448    0.4650   -1542.3605  0.9591 
   00449    0.5000   -1540.6325  0.9565 
   00450    0.4325   -1543.6370  0.9568 
   00451    0.4575   -1540.6425  0.9531 
   00452    0.5000   -1535.1535  0.9521 
   00453    0.4575   -1541.6245  0.9531 
   00454    0.4400   -1539.3412  0.9513 
   00455    0.4525   -1536.6429  0.9519 
   00456    0.4500   -1530.0953  0.9545 
   00457    0.4825   -1539.3648  0.9564 
   00458    0.4775   -1536.7566  0.9585 
   00459    0.4575   -1533.9336  0.9575 
   00460    0.4725   -1538.8669  0.9617 
   00461    0.4925   -1540.4740  0.9635 
   00462    0.4450   -1541.0382  0.9662 
   00463    0.4925   -1541.1624  0.9656 
   00464    0.4725   -1537.6996  0.9663 
   00465    0.5350   -1536.2294  0.9655 
   00466    0.4875   -1537.0596  0.9668 
   00467    0.4275   -1539.7338  0.9669 
   00468    0.4825   -1545.3434  0.9713 
   00469    0.4425   -1543.9041  0.9701 
   00470    0.5025   -1541.2956  0.9704 
   00471    0.4525   -1539.7824  0.9687 
   00472    0.4950   -1535.4877  0.9681 
