#=====================================================
# File created:        Wed-05-Nov-2025-at-05-07-34AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.350
# Run time (s):        0.156992
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -374.1584  0.2664 
   00001    0.7000    -522.9009  0.2805 
   00002    0.7025    -663.9029  0.3008 
   00003    0.6075    -756.3314  0.2984 
   00004    0.5875    -820.8728  0.3147 
   00005    0.5625    -882.5530  0.3245 
   00006    0.5825    -927.0777  0.3320 
   00007    0.5475    -975.0100  0.3385 
   00008    0.5425   -1020.1738  0.3464 
   00009    0.5300   -1062.5489  0.3673 
   00010    0.5150   -1101.2870  0.3846 
   00011    0.4525   -1111.3184  0.3767 
   00012    0.4825   -1134.3659  0.3823 
   00013    0.4750   -1157.0354  0.3891 
   00014    0.5150   -1187.0779  0.3941 
   00015    0.5025   -1216.0422  0.3853 
   00016    0.4925   -1210.3717  0.4009 
   00017    0.4450   -1216.2029  0.4202 
   00018    0.5200   -1236.4345  0.4171 
   00019    0.4625   -1244.9954  0.4316 
   00020    0.4800   -1251.6351  0.4410 
   00021    0.5175   -1264.6461  0.4393 
   00022    0.4800   -1285.5958  0.4524 
   00023    0.4675   -1298.3551  0.4779 
   00024    0.4800   -1297.4089  0.4859 
   00025    0.4500   -1316.9639  0.4864 
   00026    0.4425   -1326.1224  0.5011 
   00027    0.4700   -1346.4825  0.5146 
   00028    0.4900   -1331.5939  0.5051 
   00029    0.4400   -1345.0837  0.5088 
   00030    0.4725   -1352.0571  0.5242 
   00031    0.4600   -1347.3050  0.5482 
   00032    0.4625   -1337.4259  0.5428 
   00033    0.4375   -1357.4817  0.5465 
   00034    0.4625   -1364.2505  0.5598 
   00035    0.4575   -1356.6896  0.5677 
   00036    0.4400   -1355.4959  0.5574 
   00037    0.4350   -1354.8258  0.5651 
   00038    0.4450   -1358.7811  0.5566 
   00039    0.4525   -1361.8130  0.5627 
   00040    0.4575   -1369.7961  0.5773 
   00041    0.4075   -1356.7084  0.5807 
   00042    0.4250   -1353.8144  0.5820 
   00043    0.4350   -1356.4430  0.5857 
   00044    0.4800   -1374.5153  0.5968 
   00045    0.4400   -1372.0137  0.5963 
   00046    0.4725   -1378.1496  0.6038 
   00047    0.4775   -1381.7209  0.5998 
   00048    0.4675   -1379.1364  0.5984 
   00049    0.4600   -1369.5973  0.5969 
   00050    0.4350   -1366.7471  0.6023 
   00051    0.4125   -1369.9771  0.6052 
   00052    0.4100   -1360.0022  0.6049 
   00053    0.4150   -1364.3754  0.6186 
   00054    0.4650   -1370.0531  0.6171 
   00055    0.4325   -1366.0829  0.6148 
   00056    0.4600   -1369.6519  0.6230 
   00057    0.4675   -1366.2410  0.6339 
   00058    0.4675   -1366.9742  0.6214 
   00059    0.4350   -1367.9373  0.6276 
   00060    0.4525   -1373.7976  0.6279 
   00061    0.4175   -1373.9712  0.6200 
   00062    0.4250   -1372.8722  0.6273 
   00063    0.4175   -1381.8835  0.6325 
   00064    0.4200   -1385.4987  0.6410 
   00065    0.4500   -1376.1597  0.6482 
   00066    0.4500   -1378.1045  0.6563 
   00067    0.4075   -1377.1681  0.6580 
   00068    0.4375   -1366.9654  0.6576 
   00069    0.4925   -1378.4835  0.6523 
   00070    0.4375   -1369.5090  0.6586 
   00071    0.4875   -1387.2506  0.6676 
   00072    0.4500   -1384.3974  0.6686 
   00073    0.4275   -1392.3472  0.6715 
   00074    0.4450   -1394.3293  0.6784 
   00075    0.4725   -1408.9869  0.6849 
   00076    0.4200   -1412.7121  0.6977 
   00077    0.4200   -1399.2393  0.6923 
   00078    0.4275   -1402.2832  0.6953 
   00079    0.4125   -1415.8657  0.6903 
   00080    0.4600   -1408.7356  0.6910 
   00081    0.4300   -1427.1568  0.6996 
   00082    0.4350   -1428.0617  0.7005 
   00083    0.4025   -1426.6333  0.6897 
   00084    0.4450   -1422.3625  0.6897 
   00085    0.4250   -1419.2716  0.6965 
   00086    0.4475   -1419.2808  0.6960 
   00087    0.4175   -1410.3565  0.7086 
   00088    0.4675   -1414.8949  0.7109 
   00089    0.4300   -1420.8914  0.7067 
   00090    0.4000   -1420.9215  0.7082 
   00091    0.4300   -1421.9311  0.7165 
   00092    0.3950   -1423.6597  0.7202 
   00093    0.4150   -1418.5153  0.7275 
   00094    0.4400   -1426.9693  0.7424 
   00095    0.4150   -1421.0056  0.7426 
   00096    0.4250   -1416.1380  0.7378 
   00097    0.4550   -1417.9469  0.7448 
   00098    0.4125   -1416.2118  0.7535 
   00099    0.4350   -1418.8739  0.7455 
   00100    0.4600   -1409.3625  0.7521 
   00101    0.4300   -1400.5448  0.7584 
   00102    0.4000   -1416.4906  0.7607 
   00103    0.4375   -1419.6298  0.7605 
   00104    0.4250   -1427.4926  0.7763 
   00105    0.4650   -1438.1026  0.7888 
   00106    0.4725   -1433.5911  0.7870 
   00107    0.4000   -1420.8662  0.7824 
   00108    0.4200   -1440.0769  0.7945 
   00109    0.4300   -1432.1523  0.7992 
   00110    0.4175   -1439.6386  0.8068 
   00111    0.3925   -1428.3588  0.7959 
   00112    0.4300   -1423.4932  0.7969 
   00113    0.4750   -1418.1091  0.8003 
   00114    0.4525   -1424.5358  0.8064 
   00115    0.4400   -1415.8074  0.7865 
   00116    0.4750   -1413.9681  0.7854 
