#=====================================================
# File created:        Mon-03-Nov-2025-at-01-41-33AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.450
# Run time (s):        7.554440
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -446.3013  0.3177 
   00001    0.7025    -640.1301  0.3344 
   00002    0.5975    -778.4647  0.3191 
   00003    0.5875    -860.6452  0.3167 
   00004    0.5375    -940.4540  0.3287 
   00005    0.5350    -989.5186  0.3332 
   00006    0.5275   -1023.0419  0.3252 
   00007    0.4775   -1044.8920  0.3205 
   00008    0.5250   -1040.9181  0.3342 
   00009    0.5375   -1078.1159  0.3492 
   00010    0.4750   -1106.0554  0.3608 
   00011    0.4575   -1130.7020  0.3721 
   00012    0.4675   -1149.7301  0.3631 
   00013    0.4525   -1154.3224  0.3606 
   00014    0.4725   -1149.1006  0.3670 
   00015    0.4725   -1146.2542  0.3680 
   00016    0.5150   -1139.6303  0.3706 
   00017    0.4450   -1143.5046  0.3778 
   00018    0.4475   -1174.0449  0.3613 
   00019    0.4400   -1169.4570  0.3628 
   00020    0.4700   -1185.4324  0.3567 
   00021    0.4275   -1189.8359  0.3497 
   00022    0.4525   -1195.7943  0.3639 
   00023    0.4300   -1193.4728  0.3617 
   00024    0.4200   -1198.6784  0.3836 
   00025    0.4575   -1186.0066  0.3959 
   00026    0.4525   -1195.8011  0.3969 
   00027    0.4300   -1207.3292  0.3928 
   00028    0.4300   -1197.2669  0.3929 
   00029    0.4625   -1192.4339  0.4054 
   00030    0.4750   -1194.7048  0.3878 
   00031    0.4475   -1196.9129  0.3856 
   00032    0.4725   -1204.4270  0.3983 
   00033    0.4325   -1219.5996  0.4118 
   00034    0.5175   -1211.8647  0.4057 
   00035    0.5225   -1198.4578  0.4194 
   00036    0.4775   -1185.9832  0.4095 
   00037    0.4725   -1189.2123  0.4112 
   00038    0.4875   -1216.6561  0.4116 
   00039    0.4325   -1230.3820  0.4159 
   00040    0.4975   -1220.4684  0.4440 
   00041    0.4550   -1225.2909  0.4563 
   00042    0.4275   -1237.3211  0.4476 
   00043    0.4400   -1260.0701  0.4601 
   00044    0.4525   -1269.3883  0.4706 
   00045    0.4550   -1271.7154  0.4765 
   00046    0.4450   -1279.4531  0.4963 
   00047    0.4400   -1266.1363  0.4987 
   00048    0.4500   -1281.7295  0.5139 
   00049    0.4600   -1286.5477  0.5180 
   00050    0.4025   -1294.1080  0.5341 
   00051    0.4425   -1300.4926  0.5372 
   00052    0.4625   -1284.6435  0.5340 
   00053    0.4400   -1301.9976  0.5336 
   00054    0.4500   -1315.8585  0.5336 
   00055    0.4450   -1309.8960  0.5380 
   00056    0.4400   -1326.0178  0.5623 
   00057    0.4025   -1338.3690  0.5737 
   00058    0.4200   -1328.3788  0.5847 
   00059    0.4025   -1335.3234  0.5863 
   00060    0.4325   -1329.0997  0.5742 
   00061    0.3975   -1338.5062  0.5845 
   00062    0.4350   -1333.6886  0.5804 
   00063    0.4100   -1337.0801  0.5842 
   00064    0.3975   -1334.1329  0.6009 
   00065    0.4100   -1345.9512  0.6192 
   00066    0.4650   -1339.1650  0.6139 
   00067    0.4000   -1339.8464  0.6165 
   00068    0.4400   -1339.8127  0.6031 
   00069    0.4600   -1341.6598  0.5900 
   00070    0.4475   -1316.2525  0.5875 
   00071    0.4375   -1334.0277  0.5887 
   00072    0.4250   -1329.8683  0.5988 
   00073    0.4175   -1314.4562  0.5884 
   00074    0.4200   -1332.8775  0.5930 
   00075    0.4000   -1336.7512  0.6023 
   00076    0.4375   -1348.2099  0.6222 
   00077    0.3750   -1337.9849  0.6161 
   00078    0.4450   -1353.0706  0.6188 
   00079    0.4300   -1349.3860  0.6208 
   00080    0.4150   -1344.0936  0.6480 
   00081    0.4025   -1348.2480  0.6745 
   00082    0.3975   -1349.9071  0.6694 
   00083    0.4275   -1351.1174  0.6638 
   00084    0.4300   -1353.5403  0.6531 
   00085    0.4150   -1349.8372  0.6544 
   00086    0.3750   -1346.7410  0.6552 
   00087    0.4325   -1346.5292  0.6733 
   00088    0.4650   -1354.5642  0.6924 
   00089    0.4350   -1365.0121  0.7074 
   00090    0.4050   -1366.2978  0.7029 
   00091    0.4050   -1366.4475  0.7127 
   00092    0.4125   -1396.3329  0.7387 
   00093    0.4375   -1387.4912  0.7524 
   00094    0.4150   -1380.6798  0.7489 
   00095    0.4575   -1383.4556  0.7575 
   00096    0.4225   -1382.0626  0.7638 
   00097    0.4075   -1384.8932  0.7738 
   00098    0.4600   -1376.6274  0.7789 
   00099    0.4225   -1383.9065  0.7915 
   00100    0.4350   -1387.0934  0.7901 
   00101    0.4250   -1399.6095  0.7922 
   00102    0.4150   -1395.3710  0.7950 
   00103    0.4400   -1407.0006  0.7827 
   00104    0.3875   -1408.0876  0.7874 
   00105    0.4450   -1401.9829  0.7793 
   00106    0.4100   -1398.2753  0.7759 
   00107    0.4200   -1380.3743  0.7669 
   00108    0.4175   -1400.2139  0.7729 
   00109    0.4050   -1393.8401  0.7789 
   00110    0.4475   -1371.8455  0.7736 
   00111    0.4000   -1370.9078  0.7611 
   00112    0.3600   -1359.1936  0.7612 
   00113    0.4200   -1362.4874  0.7652 
   00114    0.4650   -1368.1228  0.7809 
   00115    0.4675   -1376.8557  0.7700 
   00116    0.3825   -1373.7222  0.7674 
   00117    0.4075   -1376.2372  0.7817 
   00118    0.4225   -1390.0999  0.7711 
   00119    0.4300   -1384.4016  0.7615 
   00120    0.3675   -1373.6104  0.7706 
   00121    0.4250   -1380.0728  0.7880 
   00122    0.4050   -1387.5855  0.7906 
   00123    0.4075   -1399.3268  0.8116 
   00124    0.4000   -1393.9942  0.8083 
   00125    0.4350   -1391.7592  0.8206 
   00126    0.4025   -1393.6974  0.8167 
   00127    0.4000   -1397.9996  0.8075 
   00128    0.4100   -1401.0907  0.8175 
   00129    0.3825   -1406.2173  0.8249 
   00130    0.3575   -1389.1909  0.8172 
   00131    0.4200   -1395.2978  0.8217 
   00132    0.4150   -1407.7599  0.8335 
   00133    0.3775   -1436.5506  0.8316 
   00134    0.4400   -1418.6534  0.8182 
   00135    0.3850   -1408.2280  0.8132 
   00136    0.3875   -1396.3808  0.8051 
   00137    0.4275   -1378.7479  0.8076 
   00138    0.4650   -1384.3622  0.8079 
   00139    0.4300   -1381.7451  0.8158 
   00140    0.4300   -1383.5037  0.8171 
   00141    0.3800   -1392.1907  0.8072 
   00142    0.4100   -1401.5420  0.8151 
   00143    0.4075   -1401.8735  0.8276 
   00144    0.4375   -1391.1560  0.8150 
   00145    0.4450   -1382.6281  0.8240 
   00146    0.4525   -1393.9363  0.8177 
   00147    0.4450   -1377.2726  0.8094 
   00148    0.4200   -1380.1423  0.8133 
