#=====================================================
# File created:        Wed-05-Nov-2025-at-05-03-36AM
# Size of lattice:     80x80
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        0.845497
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -6363.5161  0.2525 
   00001    0.6855   -9523.7346  0.2594 
   00002    0.6280  -11520.2539  0.2655 
   00003    0.5772  -13008.9619  0.2667 
   00004    0.5517  -14064.7120  0.2576 
   00005    0.5380  -15020.1039  0.2589 
   00006    0.5331  -15767.9018  0.2551 
   00007    0.5212  -16392.1441  0.2541 
   00008    0.4911  -16803.3831  0.2518 
   00009    0.4861  -17228.1862  0.2593 
   00010    0.4820  -17489.1694  0.2560 
   00011    0.4752  -17898.4206  0.2581 
   00012    0.4775  -18247.5051  0.2567 
   00013    0.4517  -18517.1468  0.2558 
   00014    0.4548  -18827.6064  0.2544 
   00015    0.4592  -18991.5270  0.2594 
   00016    0.4595  -19180.8425  0.2589 
   00017    0.4398  -19207.8041  0.2605 
   00018    0.4528  -19302.8725  0.2626 
   00019    0.4467  -19420.5141  0.2638 
   00020    0.4402  -19598.9064  0.2648 
   00021    0.4509  -19606.6979  0.2674 
   00022    0.4509  -19682.8165  0.2657 
   00023    0.4392  -19811.3173  0.2661 
   00024    0.4339  -19867.1437  0.2656 
   00025    0.4550  -19952.9555  0.2642 
   00026    0.4330  -20024.8219  0.2631 
   00027    0.4323  -20088.6067  0.2671 
   00028    0.4405  -20113.6040  0.2654 
   00029    0.4358  -20080.9341  0.2671 
   00030    0.4305  -20167.2836  0.2662 
   00031    0.4339  -20161.7509  0.2713 
   00032    0.4325  -20178.8205  0.2697 
   00033    0.4284  -20227.1436  0.2687 
   00034    0.4209  -20248.3627  0.2681 
   00035    0.4397  -20266.7210  0.2665 
   00036    0.4409  -20324.5278  0.2666 
   00037    0.4466  -20450.6471  0.2660 
   00038    0.4270  -20449.5525  0.2621 
   00039    0.4220  -20481.7059  0.2615 
   00040    0.4252  -20526.4425  0.2609 
   00041    0.4339  -20549.0692  0.2558 
   00042    0.4459  -20640.3865  0.2547 
   00043    0.4188  -20665.0032  0.2528 
   00044    0.4375  -20576.7811  0.2519 
   00045    0.4170  -20643.2713  0.2509 
   00046    0.4256  -20600.1376  0.2517 
   00047    0.4378  -20625.7173  0.2535 
   00048    0.4227  -20692.7045  0.2513 
   00049    0.4295  -20779.1082  0.2503 
   00050    0.4306  -20794.6503  0.2537 
   00051    0.4325  -20778.7976  0.2532 
   00052    0.4281  -20800.6433  0.2521 
   00053    0.4341  -20821.9182  0.2548 
   00054    0.4197  -20851.3140  0.2543 
   00055    0.4178  -20961.1942  0.2579 
   00056    0.4298  -20972.7148  0.2566 
   00057    0.4234  -20985.4722  0.2608 
   00058    0.4234  -21010.0149  0.2576 
   00059    0.4219  -21020.2075  0.2576 
   00060    0.4188  -21111.7835  0.2585 
   00061    0.4370  -21010.3751  0.2559 
   00062    0.4291  -20995.4058  0.2546 
   00063    0.4220  -21074.0378  0.2553 
   00064    0.4211  -21151.1438  0.2550 
   00065    0.4203  -21154.5074  0.2586 
   00066    0.4064  -21149.5202  0.2598 
   00067    0.4156  -21162.5025  0.2569 
   00068    0.4238  -21097.3926  0.2586 
   00069    0.4219  -21169.0273  0.2552 
   00070    0.4286  -21202.3011  0.2565 
   00071    0.4241  -21248.4434  0.2631 
   00072    0.4197  -21169.4570  0.2637 
   00073    0.4244  -21097.5569  0.2648 
   00074    0.4259  -21082.8120  0.2667 
   00075    0.4202  -21029.5320  0.2666 
   00076    0.4261  -21080.0663  0.2669 
   00077    0.4200  -21110.8043  0.2673 
   00078    0.4297  -21166.5135  0.2656 
   00079    0.4170  -21173.4860  0.2682 
   00080    0.4248  -21221.6552  0.2712 
   00081    0.4244  -21177.7826  0.2702 
   00082    0.4147  -21175.9434  0.2710 
   00083    0.4220  -21221.8271  0.2715 
   00084    0.4202  -21315.8646  0.2716 
   00085    0.4205  -21318.1232  0.2742 
   00086    0.4214  -21299.6222  0.2746 
   00087    0.4064  -21326.9214  0.2737 
   00088    0.4227  -21290.1801  0.2707 
   00089    0.4064  -21284.0795  0.2753 
   00090    0.4138  -21306.6599  0.2772 
   00091    0.4234  -21319.9197  0.2751 
   00092    0.4200  -21263.0660  0.2746 
   00093    0.4183  -21277.9972  0.2749 
   00094    0.4200  -21264.9329  0.2788 
   00095    0.4164  -21218.5416  0.2777 
   00096    0.4147  -21217.7978  0.2800 
   00097    0.4094  -21226.2714  0.2808 
   00098    0.4213  -21328.8315  0.2819 
   00099    0.4138  -21399.4898  0.2835 
   00100    0.4083  -21362.0083  0.2882 
